Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100191566	GRMZM6G781015	Zm00001d013461	K01047	EC3.1.1.4	Phospholipase A2-alpha
100382466	GRMZM2G087612	Zm00001d034591	K14674	EC2.3.1.51 3.1.1.4 3.1.1.13 3.1.1.3	Triacylglycerol lipase SDP1
103636624	GRMZM2G035421	Zm00001d012687	K14674	EC2.3.1.51 3.1.1.4 3.1.1.13 3.1.1.3	triacylglycerol lipase SDP1
103655796	GRMZM5G832114	Zm00001d052481	K16818	EC3.1.1.32	phospholipase A(1) DAD1, chloroplastic
103642039	GRMZM5G822593	Zm00001d031449	K00454	EC1.13.11.12	probable lipoxygenase 8, chloroplastic
100037809	GRMZM2G015419	Zm00001d053675	K00454	EC1.13.11.12	lipoxygenase10
100037806	GRMZM2G017616	Zm00001d027893	K00454	EC1.13.11.12	lipoxygenase 9
100037808	GRMZM2G104843	Zm00001d003533	K00454	EC1.13.11.12	tassel seed 1
100037810	GRMZM2G009479	Zm00001d015852	K00454	EC1.13.11.12	lipoxygenase11
100037807	GRMZM2G070092	Zm00001d025524	K00454	EC1.13.11.12	lipoxygenase 7
100037829	GRMZM2G106748	Zm00001d041204	K00454	EC1.13.11.12	lipoxygenase
103644066	GRMZM2G376661	Zm00001d034186	K01723	EC4.2.1.92	allene oxide synthase 1, chloroplastic
103644067	GRMZM2G072653	Zm00001d034184	K01723	EC4.2.1.92	allene oxide synthase 1, chloroplastic-like
542150	GRMZM2G067225	Zm00001d048021	K01723	EC4.2.1.92	allene oxide synthase 1
100279433	GRMZM2G002178	Zm00001d028282	K01723	EC4.2.1.92	uncharacterized LOC100279433
103654805	GRMZM2G168404	Zm00001d053586	K01723	EC4.2.1.92	allene oxide synthase 3
103625850	GRMZM2G033098	Zm00001d013185	K01723	EC4.2.1.92	allene oxide synthase 1, chloroplastic
542151	GRMZM2G077316	Zm00001d029594	K10525	EC5.3.99.6	allene oxide cyclase 1
100273356	GRMZM2G415793	Zm00001d047340	K10525	EC5.3.99.6	allene oxide cyclase 4
732829	GRMZM2G087192	Zm00001d003584	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase 5
732815	GRMZM2G106303	Zm00001d044908	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase 1
732830	GRMZM2G148281	Zm00001d032049	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase7
732734	GRMZM2G082087	Zm00001d050107	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase 8
732822	GRMZM2G000236	Zm00001d044906	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase 2
732732	-	Zm00001d011097	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase
732733	GRMZM2G068947	Zm00001d040842	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase 6
732731	GRMZM2G156712	Zm00001d037182	K05894	EC1.3.1.42	12-oxo-phytodienoic acid reductase 3
100274307	GRMZM2G096020	Zm00001d027519	K10526	EC6.2.1.-	putative AMP-dependent synthetase and ligase superfamily protein
100191469	GRMZM5G864319	Zm00001d045251	K00232	EC1.3.3.6	Acyl-coenzyme A oxidase
100285661	GRMZM2G014136	Zm00001d042884	K00232	EC1.3.3.6	acyl-coenzyme A oxidase 2
100282107	GRMZM2G002959	Zm00001d037521	K00232	EC1.3.3.6	glutaryl-CoA dehydrogenase
100382424	GRMZM2G052389	Zm00001d045606	K00232	EC1.3.3.6	Peroxisomal acyl-coenzyme A oxidase 1
100283936	GRMZM5G862219	Zm00001d039768	K00232	EC1.3.3.6	uncharacterized LOC100283936
103652794	GRMZM2G099666	Zm00001d048890	K00232	EC1.3.3.6	acyl-coenzyme A oxidase 2, peroxisomal
100285945	GRMZM2G132903	Zm00001d009182	K10527	EC1.1.1.211 1.1.1.35 4.2.1.17	glyoxysomal fatty acid beta-oxidation multifunctional protein MFP-a
100281695	GRMZM2G459755	Zm00001d015992	K10527	EC1.1.1.211 1.1.1.35 4.2.1.17	uncharacterized LOC100281695
103654691	GRMZM5G854613	Zm00001d053308	K10527	EC1.1.1.211 1.1.1.35 4.2.1.17	peroxisomal fatty acid beta-oxidation multifunctional protein
103628476	GRMZM2G177404	-	K10527	EC1.1.1.211 1.1.1.35 4.2.1.17	peroxisomal fatty acid beta-oxidation multifunctional protein-like
103630229	GRMZM2G117357	Zm00001d037939	K10527	EC1.1.1.211 1.1.1.35 4.2.1.17	peroxisomal fatty acid beta-oxidation multifunctional protein MFP2
100192501	GRMZM5G848768	Zm00001d018487	K07513	EC2.3.1.16	acetyl-CoA C-acyltransferase-like protein
103653241	-	Zm00001d049882	K07513	EC2.3.1.16	3-ketoacyl-CoA thiolase 2, peroxisomal-like
100193233	-	-	K07513	EC2.3.1.16	uncharacterized LOC100193233
100274263	GRMZM2G110201	Zm00001d014093	K07513	EC2.3.1.16	uncharacterized LOC100274263
100191288	GRMZM2G136857	Zm00001d035767	K08241	EC2.1.1.141	uncharacterized LOC100191288
542163	-	Zm00001d054067	K10528	EC4.1.2.-	hydroperoxide lyase 1
542363	GRMZM2G442658	Zm00001d033931	K18857	EC1.1.1.1	alcohol dehydrogenase 1
542364	GRMZM2G098346	Zm00001d049059	K18857	EC1.1.1.1	alcohol dehydrogenase 2
101027254	GRMZM2G312997	Zm00001d035854	K10529	EC1.-.-.-	fatty acid alpha-dioxygenase
