Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100283777	GRMZM5G862107	Zm00001d047581	K02945	-	30S ribosomal protein S1
103630659	GRMZM2G546254	Zm00001d038835	K02945	-	rbcl rna s1-binding domain protein2
845236	-	Zm00001d028360	K02967	-	30S ribosomal protein S2
845237	-	Zm00001d028360	K02982	-	30S ribosomal protein S3
845238	-	Zm00001d028360	K02986	-	ribosomal protein S4
103643355	GRMZM2G025855	Zm00001d032420	K02988	-	30S ribosomal protein S5, chloroplastic
100281473	GRMZM2G114888	Zm00001d014924	K02988	-	uncharacterized LOC100281473
100276559	GRMZM2G026868	Zm00001d039348	K02990	-	uncharacterized LOC100276559
100382451	GRMZM2G118005	Zm00001d034808	K02990	-	30S ribosomal protein S6 alpha chloroplastic
845239	-	Zm00001d028360	K02992	-	30S ribosomal protein S7
845240	-	Zm00001d028360	K02992	-	30S ribosomal protein S7
845241	-	Zm00001d028360	K02994	-	30S ribosomal protein S8
732840	-	Zm00001d034192	K02996	-	lethal embryo mutant 1
103643027	GRMZM6G832911	Zm00001d022386	K02996	-	30S ribosomal protein S9, chloroplastic
103632450	GRMZM2G047513	Zm00001d028153	K02946	-	30S ribosomal protein S10, chloroplastic
100283210	GRMZM2G017957	Zm00001d048181	K02946	-	Chloroplast 30S ribosomal protein S10
541869	GRMZM6G870163	Zm00001d013309	K02946	-	ribosomal protein S10
100282480	GRMZM2G095511	Zm00001d033951	K02946	-	ribosomal protein S10
100282151	GRMZM2G045818	Zm00001d009476	K02948	-	ribosomal protein S11 containing protein
845228	-	Zm00001d028360	K02948	-	30S ribosomal protein S11
1466374	-	Zm00001d028360	K02950	-	ribosomal protein S12
100283244	GRMZM2G153476	Zm00001d033665	K02952	-	uncharacterized LOC100283244
845229	-	Zm00001d028360	K02954	-	30S ribosomal protein S14
845230	-	Zm00001d028360	K02956	-	ribosomal protein S15
845231	-	Zm00001d028360	K02956	-	ribosomal protein S15
845232	-	Zm00001d028360	K02959	-	ribosomal protein S16
100273480	GRMZM2G152599	Zm00001d020983	K02959	-	30S ribosomal protein S16
100283761	GRMZM2G177654	Zm00001d050054	K02961	-	uncharacterized LOC100283761
100194399	GRMZM2G108008	Zm00001d032139	K02961	-	30S ribosomal protein S17, chloroplastic
542469	-	Zm00001d012353	K02961	-	high chlorophyll fluorescence60
103642224	GRMZM2G038013	Zm00001d026697	K02961	-	30S ribosomal protein S17, chloroplastic-like
845233	-	Zm00001d028360	K02963	-	ribosomal protein S18
845234	-	Zm00001d028360	K02965	-	30S ribosomal protein S19
845235	-	Zm00001d028360	K02965	-	30S ribosomal protein S19
100276475	GRMZM2G370473	-	K02965	-	uncharacterized LOC100276475
100303826	GRMZM2G087165	Zm00001d013779	K02965	-	40S ribosomal protein S19 mitochondrial
100276267	GRMZM2G146818	Zm00001d033105	K02965	-	uncharacterized LOC100276267
100286220	GRMZM2G163988	Zm00001d011596	K02968	-	uncharacterized LOC100286220
100277200	GRMZM2G301208	Zm00001d013509	K02970	-	uncharacterized LOC100277200
100191958	GRMZM2G079915	Zm00001d033589	K02970	-	uncharacterized LOC100191958
100283974	GRMZM2G168149	Zm00001d019147	K02981	-	40S ribosomal protein S2
100383062	GRMZM2G092663	Zm00001d034550	K02981	-	40S ribosomal protein S2-1
103625791	-	Zm00001d013034	K02981	-	40S ribosomal protein S2-3
100282772	GRMZM2G099352	Zm00001d024511	K02985	-	ribosomal protein S3
100194112	GRMZM2G093902	Zm00001d022111	K02985	-	40S ribosomal protein S3-1
100274348	GRMZM2G074300	Zm00001d049500	K02985	-	40S ribosomal protein S3-1
100286214	GRMZM2G030915	Zm00001d048157	K02984	-	40S ribosomal protein S3a
100282717	GRMZM2G013457	Zm00001d028117	K02984	-	40S ribosomal protein S3a
103649288	GRMZM2G703354	-	K02984	-	40S ribosomal protein S3a
100273118	GRMZM2G145258	Zm00001d048158	K02984	-	uncharacterized LOC100273118
103639467	GRMZM2G145258	Zm00001d048159	K02984	-	40S ribosomal protein S3a
103642718	-	Zm00001d031575	K02987	-	uncharacterized LOC103642718
103645196	GRMZM2G177862	-	K02987	-	40S ribosomal protein S4
103647227	GRMZM2G100005	-	K02987	-	40S ribosomal protein S4-like
101027121	GRMZM2G125271	Zm00001d012878	K02987	-	40S ribosomal protein S4
100383683	-	Zm00001d037427	K02987	-	40S ribosomal protein S4-3
103632251	GRMZM2G443091	Zm00001d019486	K02987	-	lysine-specific demethylase JMJ25-like
103633018	GRMZM2G170420	-	K02987	-	lysine-specific demethylase JMJ25
103633877	GRMZM2G060986	Zm00001d019693	K02987	-	40S ribosomal protein S4-like
103636735	GRMZM2G069153	Zm00001d008460	K02987	-	40S ribosomal protein S4
103638283	-	Zm00001d045775	K02987	-	40S ribosomal protein S4-like
103654685	GRMZM2G005640	Zm00001d053283	K02987	-	40S ribosomal protein S4
103636832	-	Zm00001d008887	K02987	-	40S ribosomal protein S4-like
103655424	-	-	K02987	-	uncharacterized LOC103655424
103652281	GRMZM2G018022	Zm00001d042154	K02987	-	lysine-specific demethylase JMJ25-like
103626706	GRMZM2G469061	Zm00001d015481	K02987	-	40S ribosomal protein S4-like
103627036	GRMZM2G016393	Zm00001d016239	K02987	-	40S ribosomal protein S4-C
103653449	-	Zm00001d050344	K02987	-	40S ribosomal protein S4-like
103636950	GRMZM2G394122	Zm00001d009343	K02987	-	40S ribosomal protein S4
103653842	GRMZM2G519736	Zm00001d051261	K02987	-	40S ribosomal protein S4-like
103654378	-	Zm00001d052602	K02987	-	40S ribosomal protein S4-like
103644306	GRMZM2G035017	-	K02987	-	40S ribosomal protein S4-like
109940410	-	Zm00001d035819	K02987	-	BTB/POZ and TAZ domain-containing protein 3-like
103627090	-	Zm00001d016333	K02987	-	lysine-specific demethylase JMJ25-like
103638377	-	Zm00001d045958	K02987	-	lysine-specific demethylase JMJ25-like
103647562	GRMZM2G703299	Zm00001d006068	K02987	-	40S ribosomal protein S4-like
103647302	-	Zm00001d005432	K02987	-	40S ribosomal protein S4-like
109939262	GRMZM2G542753	Zm00001d019999	K02987	-	40S ribosomal protein S4-like
109945736	GRMZM2G459556	Zm00001d050071	K02987	-	40S ribosomal protein S4-like
109945800	-	Zm00001d050845	K02987	-	40S ribosomal protein S4-like
100193240	GRMZM2G078985	Zm00001d037929	K02989	-	40S ribosomal protein S5
100193556	GRMZM2G156673	Zm00001d008387	K02989	-	uncharacterized LOC100193556
542529	GRMZM2G054136	-	K02991	-	ribosomal proteinS6
542640	GRMZM5G851698	Zm00001d006899	K02991	-	ribosomal protein s6 RPS6-2
103636325	-	Zm00001d011947	K02991	-	40S ribosomal protein S6
103652581	-	Zm00001d044207	K02991	-	40S ribosomal protein S6-like
103633434	GRMZM2G054136	-	K02991	-	40S ribosomal protein S6-like
103646105	GRMZM2G458974	Zm00001d002735	K02993	-	uncharacterized LOC103646105
