Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100282847	GRMZM5G862540	Zm00001d013245	K00012	EC1.1.1.22	UDP-glucose 6-dehydrogenase
100285497	GRMZM2G058244	Zm00001d033188	K00012	EC1.1.1.22	UDP-glucose 6-dehydrogenase
100279549	GRMZM2G328500	Zm00001d034072	K00012	EC1.1.1.22	UDP-glucose 6-dehydrogenase
100285949	GRMZM2G161493	Zm00001d036477	K12447	EC2.7.7.64	uncharacterized LOC100285949
100382378	GRMZM2G116586	Zm00001d014674	K12447	EC2.7.7.64	UDP-sugar pyrophosphorylase
103625925	GRMZM2G396565	-	K12447	EC2.7.7.64	UDP-sugar pyrophosphorylase
109939773	-	-	K12447	EC2.7.7.64	UDP-sugar pyrophosphorylase-like
100216586	GRMZM2G033930	-	K16190	EC2.7.1.43	uncharacterized LOC100216586
100273421	GRMZM2G126900	Zm00001d046234	K00469	EC1.13.99.1	Inositol oxygenase 2
100192102	GRMZM2G124434	Zm00001d032950	K10046	EC5.1.3.- 5.1.3.18	GDP-mannose 35-epimerase
100280325	GRMZM2G138907	Zm00001d048954	K10046	EC5.1.3.- 5.1.3.18	uncharacterized LOC100280325
100283852	GRMZM2G057186	Zm00001d035337	K14190	EC2.7.7.69	VTC2
100272546	GRMZM2G359397	Zm00001d042478	K14190	EC2.7.7.69	GDP-L-galactose phosphorylase 1
100283131	GRMZM2G034417	Zm00001d033110	K10047	EC3.1.3.93 3.1.3.25	inositol monophosphatase 3
100280816	GRMZM2G029731	Zm00001d008310	K18649	EC3.1.3.15 3.1.3.93 3.1.3.25	inositol-1-monophosphatase
103638278	-	-	K18649	EC3.1.3.15 3.1.3.93 3.1.3.25	bifunctional phosphatase IMPL2, chloroplastic-like
732776	GRMZM2G126002	Zm00001d023652	K17744	EC1.1.1.316	uncharacterized LOC732776
100381436	GRMZM2G469969	-	K00225	EC1.3.2.3	uncharacterized LOC100381436
103636542	-	-	K00225	EC1.3.2.3	L-galactono-1,4-lactone dehydrogenase 1, mitochondrial-like
100279805	GRMZM2G320307	Zm00001d017787	K08232	EC1.6.5.4	Monodehydroascorbate reductase 4 peroxisomal
100193942	GRMZM2G320307	Zm00001d017786	K08232	EC1.6.5.4	putidaredoxin reductase homolog1
100382120	GRMZM2G134708	Zm00001d049954	K08232	EC1.6.5.4	Monodehydroascorbate reductase 1 peroxisomal
100501585	GRMZM2G084881	Zm00001d005347	K08232	EC1.6.5.4	monodehydroascorbate reductase homolog1
100272772	GRMZM5G828229	Zm00001d024633	K08232	EC1.6.5.4	Monodehydroascorbate reductase 5 mitochondrial
103644971	GRMZM2G054300	Zm00001d008414	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic
103647558	GRMZM2G150356	-	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic
100194161	GRMZM2G120517	Zm00001d003643	K00434	EC1.11.1.11	L-ascorbate peroxidase S chloroplastic/mitochondrial
542476	GRMZM2G140667	Zm00001d007234	K00434	EC1.11.1.11	ascorbate peroxidase 2
100193965	GRMZM2G460406	Zm00001d053223	K00434	EC1.11.1.11	uncharacterized LOC100193965
100282326	GRMZM2G004211	Zm00001d025047	K00434	EC1.11.1.11	APx3 - Peroxisomal Ascorbate Peroxidase
100272974	GRMZM2G156227	-	K00434	EC1.11.1.11	Thylakoid lumenal 29 kDa protein chloroplastic
100283135	GRMZM2G006791	Zm00001d016802	K00434	EC1.11.1.11	uncharacterized LOC100283135
100383462	GRMZM2G047968	Zm00001d031494	K00434	EC1.11.1.11	uncharacterized LOC100383462
100283822	GRMZM2G093346	-	K00434	EC1.11.1.11	APx1 - Cytosolic Ascorbate Peroxidase
100285887	-	-	K00434	EC1.11.1.11	APx1 - Cytosolic Ascorbate Peroxidase
100193740	GRMZM2G014397	Zm00001d023582	K00434	EC1.11.1.11	L-ascorbate peroxidase S chloroplastic/mitochondrial
103637520	-	-	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic-like
103634173	GRMZM2G165217	Zm00001d020786	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic-like
103656053	-	-	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic-like
103634427	GRMZM2G045039	Zm00001d022383	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic-like
103639279	-	-	K00434	EC1.11.1.11	L-ascorbate peroxidase 1, cytosolic
100191219	GRMZM2G035502	Zm00001d035595	K21888	EC2.5.1.18 1.8.5.1	chloride intracellular channel 6
100273125	GRMZM5G855672	Zm00001d011034	K21888	EC2.5.1.18 1.8.5.1	dehydroascorbate reductase
