Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100280289	GRMZM2G130987	Zm00001d028201	K10956	-	uncharacterized LOC100280289
100276798	GRMZM2G307252	Zm00001d034139	K10956	-	SecY protein transport family protein
542482	GRMZM5G809546	Zm00001d000349	K10956	-	Chloroplast SecY-1
100217058	GRMZM2G073498	Zm00001d048100	K10956	-	SecY protein transport family protein
100280873	GRMZM2G386228	Zm00001d011050	K09481	-	protein transport protein Sec61 beta subunit
100285315	GRMZM2G045318	Zm00001d044231	K09481	-	protein transport protein Sec61 beta subunit
100286118	GRMZM2G045971	Zm00001d035610	K09481	-	protein transport protein Sec61 beta subunit
103651507	GRMZM2G342693	Zm00001d044237	K09481	-	protein transport protein Sec61 subunit beta
100284544	-	Zm00001d053731	K07342	-	protein transport protein SEC61 gamma subunit
100282298	-	Zm00001d046929	K07342	-	protein transport protein SEC61 gamma subunit
100280916	GRMZM2G089491	Zm00001d036708	K07342	-	protein transport protein SEC61 gamma subunit
100286182	-	Zm00001d034805	K12275	-	translocation protein-related
103625723	-	Zm00001d012866	K12275	-	translocation protein-related
103641549	GRMZM2G009346	Zm00001d025144	K09540	-	dnaJ protein ERDJ2
100384319	GRMZM2G007871	Zm00001d004119	K09540	-	DnaJ protein ERDJ2A
100285254	GRMZM2G032409	Zm00001d027484	K12666	-	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit
100282884	GRMZM2G177273	Zm00001d002944	K12666	-	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit
100273881	GRMZM2G133173	Zm00001d042398	K12667	-	uncharacterized LOC100273881
100279928	GRMZM2G166855	Zm00001d012086	K12667	-	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
541686	GRMZM5G847530	Zm00001d045555	K12668	-	false DAD1
100282286	GRMZM2G149946	Zm00001d032400	K12669	-	putative dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B
100274092	GRMZM2G462325	Zm00001d019164	K12670	-	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDasubunit
100191802	GRMZM2G051367	Zm00001d005248	K12670	-	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDasubunit
100382512	GRMZM2G044096	Zm00001d001846	K07151	EC2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B
100279881	GRMZM2G154165	Zm00001d043441	K07151	EC2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
100192699	GRMZM2G040876	Zm00001d026607	K07151	EC2.4.99.18	oligosaccharyl transferase STT3 subunit
100217123	GRMZM2G060611	Zm00001d038804	K07151	EC2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
103652327	GRMZM2G071675	Zm00001d042335	K01228	EC3.2.1.106	alpha-glucosidase 2
100191694	GRMZM2G166897	-	K14001	-	uncharacterized LOC100191694
103647347	GRMZM2G346865	Zm00001d005544	K14001	-	hsp70 nucleotide exchange factor FES1-like
100279899	GRMZM2G020040	Zm00001d017809	K09486	-	Heat shock 70 kDa protein 17
100280907	GRMZM2G137696	Zm00001d051609	K09486	-	Heat shock 70 kDa protein 17
103653979	GRMZM2G158093	Zm00001d051607	K09486	-	heat shock 70 kDa protein 17-like
732808	GRMZM2G114793	Zm00001d014993	K09490	-	Binding protein homolog 1
732809	GRMZM2G415007	Zm00001d054043	K09490	-	Binding protein homolog 2
103625886	GRMZM2G471196	-	K09490	-	heat shock 70 kDa protein BIP2
103641707	GRMZM2G158469	Zm00001d025556	K09490	-	mediator of RNA polymerase II transcription subunit 37f
103637376	-	-	K09490	-	luminal-binding protein 3
109941019	GRMZM2G161035	Zm00001d018953	K09490	-	luminal-binding protein 3-like
100381538	GRMZM2G108259	Zm00001d009210	K09517	-	uncharacterized LOC100381538
103635449	GRMZM2G086964	Zm00001d009783	K09517	-	dnaJ homolog subfamily B member 11-like
103630059	GRMZM2G129218	Zm00001d037586	K09517	-	dnaJ protein ERDJ3B
100282148	GRMZM2G341404	Zm00001d011767	K09523	-	dnaJ subfamily C member 7
100285108	GRMZM2G141931	Zm00001d036401	K09487	-	endoplasmin
100279992	GRMZM5G813217	Zm00001d020827	K09487	-	Heat shock protein 90-5 chloroplastic
100286003	GRMZM2G047434	Zm00001d041719	K09487	-	uncharacterized LOC100286003
100279926	GRMZM2G399073	Zm00001d014792	K09487	-	shepherd-like 1
