Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100272756	GRMZM2G147245	Zm00001d037849	K00487	EC1.14.13.11	putative cytochrome P450 superfamily protein
100284998	GRMZM2G028677	Zm00001d016471	K00487	EC1.14.13.11	trans-cinnamate 4-monooxygenase
100272801	GRMZM2G139874	Zm00001d009858	K00487	EC1.14.13.11	putative cytochrome P450 superfamily protein
103636555	GRMZM2G010468	Zm00001d012510	K00487	EC1.14.13.11	trans-cinnamate 4-monooxygenase
100272836	GRMZM2G336824	Zm00001d029356	K16040	EC2.1.1.240	benzoxazinone synthesis11
103635822	GRMZM2G311036	Zm00001d029359	K16040	EC2.1.1.240	5-pentadecatrienyl resorcinol O-methyltransferase-like
100283159	GRMZM2G041866	Zm00001d053156	K16040	EC2.1.1.240	O-methyltransferase ZRP4
100281319	GRMZM2G127418	Zm00001d004921	K16040	EC2.1.1.240	benzoxazinone synthesis14
100272885	GRMZM2G141026	Zm00001d038700	K16040	EC2.1.1.240	O-methyltransferase ZRP4
100282743	GRMZM2G023152	Zm00001d049303	K16040	EC2.1.1.240	O-methyltransferase ZRP4
100127014	GRMZM2G085924	Zm00001d004689	K16040	EC2.1.1.240	herbicide safener binding protein 1
103635831	GRMZM2G023325	Zm00001d029353	K16040	EC2.1.1.240	5-pentadecatrienyl resorcinol O-methyltransferase
103646955	-	Zm00001d004687	K16040	EC2.1.1.240	flavonoid O-methyltransferase-like protein Os11g0303600
103652915	GRMZM2G408458	Zm00001d049181	K16040	EC2.1.1.240	TRIBOA-glucoside O-methyltransferase BX7-like
103654413	GRMZM2G097297	Zm00001d052683	K16040	EC2.1.1.240	O-methyltransferase ZRP4-like
103630606	GRMZM2G102863	Zm00001d038702	K16040	EC2.1.1.240	O-methyltransferase ZRP4-like
103630607	GRMZM2G124799	Zm00001d038703	K16040	EC2.1.1.240	O-methyltransferase ZRP4-like
103635837	-	Zm00001d010736	K16040	EC2.1.1.240	O-methyltransferase ZRP4-like
103638999	GRMZM2G093092	Zm00001d047192	K16040	EC2.1.1.240	5-pentadecatrienyl resorcinol O-methyltransferase
103639000	GRMZM2G106172	Zm00001d047194	K16040	EC2.1.1.240	5-pentadecatrienyl resorcinol O-methyltransferase
100282209	GRMZM2G140996	Zm00001d038699	K16040	EC2.1.1.240	O-methyltransferase ZRP4
100191720	GRMZM2G099297	Zm00001d051934	K16040	EC2.1.1.240	5-pentadecatrienyl resorcinol O-methyltransferase
100279833	GRMZM2G059465	Zm00001d032083	K16040	EC2.1.1.240	OSJNBb0026E15.9-like protein
100193067	GRMZM2G177424	-	K16040	EC2.1.1.240	uncharacterized LOC100193067
100272633	GRMZM2G091774	Zm00001d024120	K16040	EC2.1.1.240	O-methyltransferase ZRP4
542706	GRMZM2G017557	Zm00001d049020	K16040	EC2.1.1.240	root preferential 4
100303908	GRMZM2G100754	Zm00001d052684	K16040	EC2.1.1.240	O-methyltransferase ZRP4
100193561	GRMZM2G147491	Zm00001d004624	K16040	EC2.1.1.240	O-methyltransferase ZRP4
100272924	GRMZM2G175812	Zm00001d000438	K17212	EC2.3.1.211	Type III polyketide synthase B
100194386	GRMZM2G035584	Zm00001d017186	K13065	EC2.3.1.133	Shikimate O-hydroxycinnamoyltransferase
100279386	GRMZM2G158083	-	K13065	EC2.3.1.133	uncharacterized LOC100279386
103649769	-	Zm00001d039840	K13065	EC2.3.1.133	putrescine hydroxycinnamoyltransferase 1
103649821	GRMZM2G107211	Zm00001d039952	K13065	EC2.3.1.133	putrescine hydroxycinnamoyltransferase 1
100304329	GRMZM2G178769	Zm00001d039956	K13065	EC2.3.1.133	shikimate O-hydroxycinnamoyltransferase
100281073	GRMZM2G131165	Zm00001d032148	K13065	EC2.3.1.133	anthranilate N-benzoyltransferase protein 1
100279982	GRMZM2G156816	Zm00001d039837	K13065	EC2.3.1.133	Spermidine hydroxycinnamoyl transferase
100279986	GRMZM2G176446	Zm00001d039833	K13065	EC2.3.1.133	Spermidine hydroxycinnamoyl transferase
109942262	-	Zm00001d045092	K13065	EC2.3.1.133	hydroxycinnamoyltransferase 4-like
109942297	-	Zm00001d045091	K13065	EC2.3.1.133	hydroxycinnamoyltransferase 4-like
103649816	GRMZM2G132678	Zm00001d039947	K13065	EC2.3.1.133	putrescine hydroxycinnamoyltransferase 1-like
100382972	GRMZM2G051005	Zm00001d018367	K13065	EC2.3.1.133	Spermidine hydroxycinnamoyl transferase
100284063	GRMZM2G089698	Zm00001d050455	K13065	EC2.3.1.133	uncharacterized LOC100284063
100284770	GRMZM2G156296	-	K13065	EC2.3.1.133	uncharacterized LOC100284770
100274269	GRMZM2G127251	Zm00001d037073	K13065	EC2.3.1.133	hydroxycinnamoyltransferase3
103649031	GRMZM2G510303	-	K09754	EC1.14.13.36	cytochrome P450 98A1
100191539	GRMZM2G138074	Zm00001d043174	K09754	EC1.14.13.36	putative cytochrome P450 superfamily protein
100274274	GRMZM2G140817	Zm00001d038555	K09754	EC1.14.13.36	putative cytochrome P450 superfamily protein
107282093	GRMZM2G127948	Zm00001d036293	K00588	EC2.1.1.104	Caffeoyl-CoA O-methyltransferase1
