Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
103625953	GRMZM2G114162	Zm00001d013442	K00888	EC2.7.1.67	phosphatidylinositol 4-kinase alpha 1
103644913	-	Zm00001d030412	K19801	EC2.7.1.67	phosphatidylinositol 4-kinase beta 1-like
103652867	GRMZM2G176698	Zm00001d049076	K19801	EC2.7.1.67	phosphatidylinositol 4-kinase beta 1
103648908	GRMZM2G079387	Zm00001d004680	K21797	EC3.1.3.-	phosphoinositide phosphatase SAC7
100304229	GRMZM2G047894	Zm00001d047739	K21797	EC3.1.3.-	Phosphoinositide phosphatase SAC8
100217037	GRMZM2G047894	-	K21797	EC3.1.3.-	uncharacterized LOC100217037
103653626	GRMZM2G171080	Zm00001d050737	K21797	EC3.1.3.-	phosphoinositide phosphatase SAC7
100501806	GRMZM2G418916	Zm00001d016822	K21797	EC3.1.3.-	Phosphoinositide phosphatase SAC6
103635048	GRMZM5G831486	Zm00001d029209	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 6
103635065	GRMZM2G116010	Zm00001d029211	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 4
103643394	GRMZM2G374973	Zm00001d032539	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 9
103643864	GRMZM2G002499	-	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 1
103643872	GRMZM2G062045	Zm00001d033670	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 2
103647104	GRMZM2G344857	Zm00001d004955	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 6
100281652	GRMZM2G076392	Zm00001d014911	K00889	EC2.7.1.68	Phosphatidylinositol-4-phosphate 5-kinase 9
100216938	GRMZM2G157147	Zm00001d013469	K00889	EC2.7.1.68	uncharacterized LOC100216938
100381628	GRMZM2G036113	Zm00001d022391	K00889	EC2.7.1.68	Phosphatidylinositol 4-phosphate 5-kinase 6
100384635	GRMZM2G033273	Zm00001d047457	K00889	EC2.7.1.68	Phosphatidylinositol 4-phosphate 5-kinase 6
100383415	GRMZM2G073591	Zm00001d028512	K00889	EC2.7.1.68	Phosphatidylinositol 4-phosphate 5-kinase 2
100304265	GRMZM2G163826	Zm00001d007082	K00889	EC2.7.1.68	Phosphatidylinositol 4-phosphate 5-kinase 6
103626132	GRMZM2G050309	Zm00001d013920	K00889	EC2.7.1.68	phosphatidylinositol 4-phosphate 5-kinase 9
103630655	GRMZM2G158972	Zm00001d038830	K20279	EC3.1.3.36	type IV inositol polyphosphate 5-phosphatase 3
103648286	GRMZM2G132468	Zm00001d007942	K01110	EC3.1.3.67 3.1.3.48 3.1.3.16	Phosphatidylinositol 345-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A
103636073	GRMZM2G111208	Zm00001d029443	K00921	EC2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase FAB1B
103643294	GRMZM2G092595	Zm00001d032238	K00921	EC2.7.1.150	putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C
100193462	GRMZM2G132373	Zm00001d037332	K00921	EC2.7.1.150	Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family
103646184	GRMZM2G428386	Zm00001d002940	K00921	EC2.7.1.150	putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D
103650943	GRMZM2G343218	Zm00001d042662	K00921	EC2.7.1.150	putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D
103628939	GRMZM2G040296	Zm00001d035004	K00921	EC2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase FAB1A
103653169	GRMZM2G059179	Zm00001d049734	K00921	EC2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase FAB1A
103653328	GRMZM2G153722	Zm00001d050089	K00921	EC2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase FAB1B
103632727	GRMZM2G066876	Zm00001d020414	K00921	EC2.7.1.150	putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C
103629934	-	Zm00001d037223	K00921	EC2.7.1.150	putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D
103643201	GRMZM2G449163	Zm00001d031973	K18081	EC3.1.3.95 3.1.3.64	phosphatidylinositol-3-phosphatase myotubularin-1
103627995	-	Zm00001d013393	K18081	EC3.1.3.95 3.1.3.64	phosphatidylinositol-3-phosphatase myotubularin-2-like
103653397	GRMZM2G103721	Zm00001d050219	K00914	EC2.7.1.137	phosphatidylinositol 3-kinase, root isoform
100191466	GRMZM2G114354	Zm00001d028746	K05857	EC3.1.4.11	uncharacterized LOC100191466
100136827	GRMZM2G129238	Zm00001d007229	K05857	EC3.1.4.11	phosphoinositide-specific phospholipase C
542162	GRMZM5G889467	Zm00001d014903	K05857	EC3.1.4.11	phospholipase C
100191939	GRMZM2G157760	Zm00001d047447	K05857	EC3.1.4.11	Phosphoinositide phospholipase C 2
103626494	GRMZM2G137435	Zm00001d014906	K05857	EC3.1.4.11	phosphoinositide phospholipase C 2
100280570	GRMZM2G368799	Zm00001d016647	K00915	EC2.7.1.151 2.7.1.140	inositol hexaphosphate kinase
103636799	-	Zm00001d008767	K00915	EC2.7.1.151 2.7.1.140	inositol polyphosphate multikinase IPK2
103626177	GRMZM2G066735	Zm00001d014054	K00915	EC2.7.1.151 2.7.1.140	inositol polyphosphate multikinase IPK2
103631504	GRMZM2G149372	Zm00001d038079	K00915	EC2.7.1.151 2.7.1.140	inositol polyphosphate multikinase IPK2
103630133	GRMZM2G094666	Zm00001d037731	K00915	EC2.7.1.151 2.7.1.140	inositol polyphosphate multikinase IPK2
100282992	GRMZM2G149903	Zm00001d030194	K00913	EC2.7.1.134 2.7.1.159	Inositol-tetrakisphosphate 1-kinase 3
732818	GRMZM2G456626	Zm00001d030083	K00913	EC2.7.1.134 2.7.1.159	low phytic acid 2
100194132	GRMZM2G179473	Zm00001d033853	K00913	EC2.7.1.134 2.7.1.159	inositol-tetrakisphosphate 1-kinase 3
100282774	GRMZM2G167957	Zm00001d047994	K00913	EC2.7.1.134 2.7.1.159	inositol-tetrakisphosphate 1-kinase 3
103627151	GRMZM2G084609	Zm00001d016470	K00913	EC2.7.1.134 2.7.1.159	inositol-tetrakisphosphate 1-kinase 4
100126363	GRMZM2G067299	Zm00001d026514	K10572	EC2.7.1.158	Inositol-pentakisphosphate 2-kinase
100501721	GRMZM2G150496	Zm00001d001974	K10572	EC2.7.1.158	uncharacterized LOC100501721
103645542	GRMZM2G022997	Zm00001d033551	K13024	EC2.7.4.24	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2
103651148	GRMZM2G057140	Zm00001d043283	K13024	EC2.7.4.24	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like
100276170	GRMZM2G088974	Zm00001d023695	K15422	EC3.1.3.57 3.1.3.7	Inositol monophosphatase family protein
542492	GRMZM2G152757	Zm00001d023698	K15422	EC3.1.3.57 3.1.3.7	diphosphonucleotide phosphatase 1
100384405	GRMZM2G051276	Zm00001d053801	K01092	EC3.1.3.25	Phosphatase IMPL1 chloroplastic
100283131	GRMZM2G034417	Zm00001d033110	K10047	EC3.1.3.93 3.1.3.25	inositol monophosphatase 3
100280816	GRMZM2G029731	Zm00001d008310	K18649	EC3.1.3.15 3.1.3.93 3.1.3.25	inositol-1-monophosphatase
103638278	-	-	K18649	EC3.1.3.15 3.1.3.93 3.1.3.25	bifunctional phosphatase IMPL2, chloroplastic-like
103636484	GRMZM2G019562	Zm00001d029550	K00901	EC2.7.1.107	diacylglycerol kinase 1
100127509	GRMZM2G076911	Zm00001d030770	K00901	EC2.7.1.107	Diacylglycerol kinase 1
100383024	GRMZM5G827286	Zm00001d023979	K00901	EC2.7.1.107	Diacylglycerol kinase 2
100284664	GRMZM2G128214	Zm00001d018333	K00901	EC2.7.1.107	Diacylglycerol kinase
100127508	GRMZM2G094452	Zm00001d024212	K00901	EC2.7.1.107	Diacylglycerol kinase 2
100384658	GRMZM2G062429	Zm00001d043263	K00901	EC2.7.1.107	Diacylglycerol kinase 5
100127510	GRMZM2G106578	Zm00001d002163	K00901	EC2.7.1.107	diacylglycerol kinase 3
103641089	GRMZM2G073380	Zm00001d024192	K00901	EC2.7.1.107	diacylglycerol kinase 4
100284438	GRMZM2G452529	Zm00001d043401	K00981	EC2.7.7.41	Phosphatidate cytidylyltransferase
100284896	GRMZM2G062416	Zm00001d005587	K00981	EC2.7.7.41	phosphatidate cytidylyltransferase
100194409	GRMZM5G825110	Zm00001d012701	K00981	EC2.7.7.41	phosphatidate cytidylyltransferase
542548	GRMZM2G110646	Zm00001d046972	K00999	EC2.7.8.11	phosphatidylinositol synthase
100136826	GRMZM2G087850	Zm00001d036631	K00999	EC2.7.8.11	phosphatidylinositol synthase 2
100502442	-	Zm00001d043144	K02183	-	Calmodulin-7
103647156	-	Zm00001d005059	K02183	-	calcium/calmodulin-dependent serine/threonine-protein kinase 1
100284831	GRMZM2G088819	Zm00001d005766	K02183	-	Calmodulin-like protein
100381315	GRMZM2G430600	-	K02183	-	calmodulin
100285551	GRMZM2G146720	Zm00001d052415	K02183	-	calmodulin-related protein
