Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100279194	GRMZM2G162663	Zm00001d016659	K01895	EC6.2.1.1	Acetyl-coenzyme A synthetase chloroplastic/glyoxysomal
103646525	GRMZM2G157269	Zm00001d000133	K01895	EC6.2.1.1	acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal
100283889	GRMZM2G140150	Zm00001d017985	K00161	EC1.2.4.1	pyruvate dehydrogenase E1 component alpha subunit
100272256	GRMZM2G027627	Zm00001d044748	K00161	EC1.2.4.1	Pyruvate dehydrogenase E1 component subunit alpha-1 mitochondrial
100272834	GRMZM2G033894	Zm00001d004473	K00161	EC1.2.4.1	Pyruvate dehydrogenase E1 component subunit alpha-3 chloroplastic
732791	GRMZM2G361693	Zm00001d052289	K00161	EC1.2.4.1	pyruvate dehydrogenase 1
542483	GRMZM2G097226	Zm00001d006107	K00162	EC1.2.4.1	pyruvate dehydrogenase E1 beta subunit
542607	GRMZM2G087552	Zm00001d021070	K00162	EC1.2.4.1	pyruvate dehydrogenase E1 beta subunit
541705	GRMZM2G043198	-	K00162	EC1.2.4.1	pyruvate dehydrogenase 2
100282233	GRMZM2G127546	Zm00001d033225	K00162	EC1.2.4.1	Pyruvate dehydrogenase E1 component subunit beta-3 chloroplastic
100284103	GRMZM2G088565	Zm00001d000227	K00162	EC1.2.4.1	pyruvate dehydrogenase E1 component subunit beta
541781	GRMZM2G015132	Zm00001d016365	K00627	EC2.3.1.12	dihydrolipoamide S-acetyltransferase
100192900	GRMZM2G165176	Zm00001d041839	K00627	EC2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex chloroplastic
100284493	GRMZM2G161969	Zm00001d053580	K00627	EC2.3.1.12	dihydrolipoamide S-acetyltransferase 1
103644210	GRMZM2G082664	Zm00001d034531	K00627	EC2.3.1.12	dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex, mitochondrial
100274483	GRMZM2G036534	Zm00001d023606	K00627	EC2.3.1.12	dihydrolipoamide acetyl transferase
100272519	GRMZM2G058702	Zm00001d032224	K00627	EC2.3.1.12	uncharacterized LOC100272519
100279373	GRMZM2G117786	Zm00001d050383	K00627	EC2.3.1.12	uncharacterized LOC100279373
