Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
103638611	GRMZM2G138248	Zm00001d046334	K13027	EC1.14.14.36	tyrosine N-monooxygenase
100194166	GRMZM2G159353	Zm00001d034848	K13029	EC1.14.14.37	putative cytochrome P450 superfamily protein
100284975	GRMZM2G083130	Zm00001d041763	K13030	EC2.4.1.85	cytokinin-O-glucosyltransferase 2
103648573	GRMZM2G129493	-	K01188	EC3.2.1.21	beta-glucosidase 12
100216811	GRMZM2G069024	Zm00001d043110	K01188	EC3.2.1.21	Beta-glucosidase 11
100502286	GRMZM5G828987	Zm00001d048099	K01188	EC3.2.1.21	Beta-glucosidase 11
100381862	-	Zm00001d012159	K01188	EC3.2.1.21	Beta-glucosidase 42
103650331	GRMZM2G426467	Zm00001d041168	K01188	EC3.2.1.21	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 2, chloroplastic-like
542414	GRMZM2G016890	Zm00001d023994	K01188	EC3.2.1.21	beta glucosidase 1
732807	GRMZM2G008247	Zm00001d024037	K01188	EC3.2.1.21	beta-D-glucosidase precursor
100280071	GRMZM2G044092	Zm00001d042507	K01188	EC3.2.1.21	Beta-glucosidase 42
100279909	GRMZM2G163544	Zm00001d014489	K01188	EC3.2.1.21	Putative beta-glucosidase 41
100192939	GRMZM2G015804	Zm00001d028199	K01188	EC3.2.1.21	Beta-glucosidase 40
100174972	GRMZM2G076946	Zm00001d041776	K01188	EC3.2.1.21	dhurrinase-like B-glucosidase
103650610	GRMZM2G077015	Zm00001d041777	K01188	EC3.2.1.21	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 2, chloroplastic-like
100279348	GRMZM2G055699	Zm00001d037918	K01188	EC3.2.1.21	uncharacterized LOC100279348
100502335	GRMZM2G108133	Zm00001d021119	K01188	EC3.2.1.21	Beta-glucosidase 11
100501315	GRMZM2G376416	Zm00001d046210	K01188	EC3.2.1.21	uncharacterized LOC100501315
541703	GRMZM2G017186	Zm00001d034017	K01188	EC3.2.1.21	uncharacterized LOC541703
103641409	GRMZM2G174699	Zm00001d024891	K01188	EC3.2.1.21	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1, chloroplastic-like
100191390	GRMZM2G147687	Zm00001d034015	K05349	EC3.2.1.21	exoglucanase 1
542684	GRMZM2G473711	Zm00001d013269	K05349	EC3.2.1.21	beta-glucanase
100279291	GRMZM2G181259	Zm00001d038272	K05349	EC3.2.1.21	Glycosyl hydrolase family protein
100280148	GRMZM2G582965	-	K05349	EC3.2.1.21	Glycosyl hydrolase family protein
103654957	GRMZM2G023986	Zm00001d053982	K05349	EC3.2.1.21	beta-glucosidase BoGH3B
103630392	GRMZM2G115065	Zm00001d038271	K05349	EC3.2.1.21	beta-glucosidase BoGH3B
100274288	GRMZM2G118003	Zm00001d033649	K05350	EC3.2.1.21	Beta-glucosidase 44
103643865	-	Zm00001d033650	K05350	EC3.2.1.21	beta-glucosidase 7
103646225	GRMZM5G845736	-	K05350	EC3.2.1.21	probable inactive beta-glucosidase 14
103646226	GRMZM2G012236	-	K05350	EC3.2.1.21	probable inactive beta-glucosidase 14
100272792	GRMZM2G031628	Zm00001d025847	K05350	EC3.2.1.21	beta-glucosidase
100282438	GRMZM2G148176	Zm00001d022367	K05350	EC3.2.1.21	uncharacterized LOC100282438
100284659	-	Zm00001d033651	K05350	EC3.2.1.21	Beta-glucosidase
100193998	GRMZM5G810727	Zm00001d025846	K05350	EC3.2.1.21	Beta-glucosidase 47
103626358	GRMZM2G112704	Zm00001d014571	K05350	EC3.2.1.21	beta-glucosidase 38
103634742	-	Zm00001d008435	K05350	EC3.2.1.21	beta-glucosidase 1
103644042	GRMZM2G105185	-	K12153	EC1.14.14.40	tyrosine N-monooxygenase
103626061	GRMZM2G178351	Zm00001d013753	K12153	EC1.14.14.40	tyrosine N-monooxygenase
103626086	GRMZM2G011156	Zm00001d013818	K12153	EC1.14.14.40	tyrosine N-monooxygenase
100382914	-	Zm00001d036701	K08248	EC4.1.2.10	(R)-mandelonitrile lyase-like
542573	GRMZM2G178517	Zm00001d017352	K01501	EC3.5.5.1	nitrilase 1
100216722	GRMZM2G036708	Zm00001d004413	K13034	EC4.4.1.9 2.5.1.47	cysteine synthase
100281180	GRMZM2G065073	Zm00001d003446	K18592	EC3.4.19.14 3.4.19.13 2.3.2.2	gamma-glutamyltranspeptidase 1
103634830	GRMZM2G139600	Zm00001d008628	K18592	EC3.4.19.14 3.4.19.13 2.3.2.2	gamma-glutamyltranspeptidase 3
542093	GRMZM2G111225	Zm00001d051214	K13035	EC4.2.1.65 3.5.5.4	nitrilase 2
100286146	GRMZM2G113959	Zm00001d012247	K00600	EC2.1.2.1	uncharacterized LOC100286146
103648431	-	-	K00600	EC2.1.2.1	serine hydroxymethyltransferase 4-like
100192461	GRMZM2G078143	Zm00001d049234	K00600	EC2.1.2.1	uncharacterized LOC100192461
100191532	GRMZM2G452630	Zm00001d042661	K00600	EC2.1.2.1	serine hydroxymethyltransferase
100381786	GRMZM2G039238	Zm00001d030859	K00600	EC2.1.2.1	uncharacterized LOC100381786
109939371	-	Zm00001d053678	K00600	EC2.1.2.1	serine hydroxymethyltransferase 1, mitochondrial-like
109944989	-	Zm00001d040457	K00600	EC2.1.2.1	serine hydroxymethyltransferase 4-like
100381446	GRMZM2G089944	Zm00001d043348	K01455	EC3.5.1.49	Acetamidase/Formamidase family protein
100274074	GRMZM2G424857	-	K01455	EC3.5.1.49	Pentatricopeptide (PPR) repeat protein-like
100217054	GRMZM2G039463	Zm00001d015870	K01455	EC3.5.1.49	Acetamidase/Formamidase family protein
103635347	-	Zm00001d009610	K01455	EC3.5.1.49	putative formamidase C869.04
