Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
103651512	GRMZM2G061990	Zm00001d044250	K01955	EC6.3.5.5	carbamoyl-phosphate synthase large chain, chloroplastic
103636016	GRMZM2G700683	Zm00001d011192	K01955	EC6.3.5.5	carbamoyl-phosphate synthase large chain, chloroplastic
100193467	GRMZM2G029573	Zm00001d051586	K01956	EC6.3.5.5	uncharacterized LOC100193467
100273931	GRMZM2G147450	Zm00001d017790	K01956	EC6.3.5.5	carbamoyl-phosphate synthase small chain
100282482	GRMZM2G080380	Zm00001d050187	K00609	EC2.1.3.2	aspartate carbamoyltransferase 1
100282373	GRMZM2G101900	Zm00001d024203	K00609	EC2.1.3.2	Aspartate carbamoyltransferase chloroplastic
100193190	GRMZM2G021704	Zm00001d043445	K01465	EC3.5.2.3	Dihydroorotase
100285695	GRMZM2G043776	Zm00001d026610	K00254	EC1.3.5.2	dihydroorotate dehydrogenase
732794	GRMZM2G301172	Zm00001d042088	K13421	EC4.1.1.23 2.4.2.10	uncharacterized LOC732794
100274407	GRMZM2G109472	-	K13421	EC4.1.1.23 2.4.2.10	putative ADP-ribosylation factor GTPase-activating protein AGD11
100382013	-	-	K13421	EC4.1.1.23 2.4.2.10	uncharacterized LOC100382013
100282335	GRMZM5G801436	-	K13800	EC2.7.4.14 2.7.4.-	UMP-CMP kinase 3
100193828	GRMZM2G149281	Zm00001d052108	K13800	EC2.7.4.14 2.7.4.-	UMP-CMP kinase family protein
100281735	GRMZM2G141009	Zm00001d035916	K13800	EC2.7.4.14 2.7.4.-	UMP/CMP kinase 1
100283047	GRMZM2G079944	Zm00001d024919	K13800	EC2.7.4.14 2.7.4.-	uncharacterized LOC100283047
100282859	GRMZM2G139462	Zm00001d042005	K09903	EC2.7.4.22	uncharacterized LOC100282859
100217180	GRMZM2G149535	Zm00001d011803	K09903	EC2.7.4.22	Amino acid kinase family protein
100217209	GRMZM2G178576	Zm00001d029968	K00940	EC2.7.4.6	nucleoside diphosphate kinase 1
100283650	GRMZM2G125893	Zm00001d009774	K00940	EC2.7.4.6	uncharacterized LOC100283650
100283790	GRMZM2G013478	Zm00001d023833	K00940	EC2.7.4.6	nucleoside diphosphate kinase 2
