Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
103634508	GRMZM2G135337	Zm00001d028771	K03178	EC6.2.1.45	ubiquitin-activating enzyme E1 3
100279472	GRMZM2G111818	Zm00001d052314	K03178	EC6.2.1.45	Ubiquitin-activating enzyme E1 2
100382860	GRMZM5G800842	Zm00001d005085	K03178	EC6.2.1.45	Ubiquitin-activating enzyme E1 2
100381933	GRMZM2G057441	Zm00001d023222	K03178	EC6.2.1.45	Ubiquitin-activating enzyme E1 2
103633603	GRMZM2G134480	Zm00001d022578	K03178	EC6.2.1.45	ubiquitin-activating enzyme E1 3
100284284	GRMZM2G149108	Zm00001d049163	K10684	EC6.2.1.45	ubiquitin-like 1-activating enzyme E1A
103647788	GRMZM2G129575	Zm00001d006717	K10685	EC6.2.1.45	SUMO-activating enzyme subunit 2
100278764	GRMZM6G348677	Zm00001d021966	K10685	EC6.2.1.45	uncharacterized LOC100278764
100283559	GRMZM2G007915	Zm00001d008256	K10686	EC6.2.1.45	uncharacterized LOC100283559
100193988	GRMZM2G007260	Zm00001d013092	K10573	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 2
100280476	GRMZM2G022206	Zm00001d007897	K10573	EC2.3.2.23	ubiquitin-conjugating enzyme E2-17 kDa
100283749	GRMZM2G074479	Zm00001d018884	K10573	EC2.3.2.23	uncharacterized LOC100283749
100284762	GRMZM2G110983	Zm00001d036054	K10573	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 2
100192052	GRMZM2G120674	Zm00001d034404	K10573	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 2
100192735	GRMZM2G007057	Zm00001d008260	K06688	EC2.3.2.23	putative ubiquitin-conjugating enzyme family
100283079	GRMZM2G002830	-	K06688	EC2.3.2.23	ubiquitin-conjugating enzyme X
541665	GRMZM2G132759	Zm00001d010618	K06689	EC2.3.2.23	ubiquitin conjugating enzyme
100281830	GRMZM2G102471	Zm00001d001913	K06689	EC2.3.2.23	ubiquitin-conjugating enzyme E2-17 kDa
100192813	GRMZM2G173756	Zm00001d019981	K06689	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 30
100280571	GRMZM5G814314	Zm00001d043998	K06689	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 8
100192684	GRMZM2G165511	Zm00001d012513	K06689	EC2.3.2.23	putative ubiquitin-conjugating enzyme family
100280942	GRMZM2G072500	Zm00001d021904	K20217	EC2.3.2.23	ubiquitin-conjugating enzyme E2 E3
542600	GRMZM2G012052	Zm00001d038376	K10575	EC2.3.2.23	ubiquitin-conjugating enzyme protein E2
541984	GRMZM2G085600	Zm00001d012421	K10575	EC2.3.2.23	Ubiquitin carrier protein
100283106	GRMZM2G007300	Zm00001d042929	K10575	EC2.3.2.23	ubiquitin-conjugating enzyme E2 7
100272466	GRMZM2G007276	Zm00001d010534	K10575	EC2.3.2.23	ubiquitin carrier protein 7
100193596	GRMZM2G146374	Zm00001d014108	K10576	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 4
100194405	-	Zm00001d048397	K10576	EC2.3.2.23	putative ubiquitin-conjugating enzyme family
100857003	GRMZM2G150867	Zm00001d027675	K10576	EC2.3.2.23	ubiquitin-conjugating enzyme E2-21 kDa 1
101202716	GRMZM2G053764	Zm00001d032831	K10576	EC2.3.2.23	putative ubiquitin-conjugating enzyme family
100282735	GRMZM2G063931	Zm00001d048473	K10577	-	ubiquitin-conjugating enzyme E2 I
100283731	GRMZM2G070047	Zm00001d027427	K10577	-	SUMO-conjugating enzyme SCE1
103637558	GRMZM2G312693	Zm00001d029740	K10577	-	SUMO-conjugating enzyme SCE1
103646037	GRMZM2G038851	Zm00001d002570	K10577	-	SUMO-conjugating enzyme SCE1
100280784	GRMZM2G433968	-	K10577	-	uncharacterized LOC100280784
100304088	GRMZM2G341089	Zm00001d002572	K10577	-	ubiquitin-conjugating enzyme E2 I
103639085	GRMZM2G163398	Zm00001d047354	K10577	-	SUMO-conjugating enzyme SCE1
103634565	GRMZM5G824629	Zm00001d028894	K10578	EC2.3.2.23	ubiquitin-conjugating enzyme E2 32-like
100284401	GRMZM2G121303	Zm00001d047635	K10578	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 32
100283253	GRMZM2G177276	Zm00001d045049	K04554	EC2.3.2.23	ubiquitin-conjugating enzyme E2 J2
100193789	GRMZM2G116919	Zm00001d037096	K04554	EC2.3.2.23	Ubiquitin-conjugating enzyme E2 34
103655189	GRMZM2G453855	-	K04554	EC2.3.2.23	ubiquitin-conjugating enzyme E2 34-like
100286302	GRMZM2G102421	Zm00001d036481	K10579	-	NEDD8-conjugating enzyme Ubc12-like
542170	GRMZM2G115939	Zm00001d014671	K10579	-	putative ubiquitin-conjugating enzyme family
100281972	GRMZM2G015287	Zm00001d009552	K10580	EC2.3.2.23	ubiquitin-conjugating enzyme E2 N
100272559	GRMZM2G007122	Zm00001d038995	K10580	EC2.3.2.23	putative ubiquitin-conjugating enzyme family
103651370	GRMZM5G862131	Zm00001d043905	K10580	EC2.3.2.23	ubiquitin-conjugating enzyme E2 36
100304369	GRMZM2G078360	Zm00001d008520	K10581	EC2.3.2.24	putative ubiquitin-conjugating enzyme E2 23
100502472	GRMZM2G123519	Zm00001d039285	K10581	EC2.3.2.24	putative ubiquitin-conjugating enzyme E2 25
100194284	GRMZM2G010460	Zm00001d039280	K10581	EC2.3.2.24	putative ubiquitin-conjugating enzyme E2 25
100502171	GRMZM2G085849	-	K10581	EC2.3.2.24	putative ubiquitin-conjugating enzyme E2 24
100384586	GRMZM2G027546	Zm00001d009513	K10581	EC2.3.2.24	uncharacterized LOC100384586
103651829	GRMZM2G086583	Zm00001d040036	K10581	EC2.3.2.24	probable ubiquitin-conjugating enzyme E2 23
103653924	GRMZM2G003953	Zm00001d051483	K10581	EC2.3.2.24	putative ubiquitin-conjugating enzyme E2 38
103628268	GRMZM2G466265	Zm00001d015028	K10581	EC2.3.2.24	probable ubiquitin-conjugating enzyme E2 25
103640386	GRMZM2G440918	Zm00001d047959	K10581	EC2.3.2.24	probable ubiquitin-conjugating enzyme E2 26
103630718	GRMZM2G085849	-	K10581	EC2.3.2.24	ubiquitin-conjugating enzyme E2
100194137	GRMZM2G153924	Zm00001d046890	K10583	EC2.3.2.23	uncharacterized LOC100194137
100384009	GRMZM5G895435	Zm00001d036679	K10583	EC2.3.2.23	putative ubiquitin-conjugating enzyme family
100282569	GRMZM2G148130	Zm00001d013546	K10688	EC2.3.2.25	Ubiquitin-conjugating enzyme 15
100272309	GRMZM2G018447	Zm00001d041216	K10688	EC2.3.2.25	ubiquitin conjugating enzyme 1
100280549	GRMZM2G007381	Zm00001d031205	K10688	EC2.3.2.25	ubiquitin-conjugating enzyme E2 W
100283953	GRMZM2G134176	Zm00001d011966	K04649	EC2.3.2.23	ubiquitin-conjugating enzyme E2-22 kDa
103625986	GRMZM2G461948	Zm00001d013540	K10588	EC2.3.2.26	E3 ubiquitin-protein ligase UPL7
100502346	GRMZM2G034622	Zm00001d037557	K10589	EC2.3.2.26	uncharacterized LOC100502346
103641081	-	Zm00001d000191	K10589	EC2.3.2.26	E3 ubiquitin-protein ligase UPL6-like
103646651	GRMZM2G049141	Zm00001d004139	K10590	EC2.3.2.26	E3 ubiquitin-protein ligase UPL3
103626504	GRMZM2G374574	-	K10590	EC2.3.2.26	E3 ubiquitin-protein ligase UPL3
103635779	GRMZM2G328988	Zm00001d010572	K10590	EC2.3.2.26	E3 ubiquitin-protein ligase UPL4
103630940	GRMZM2G380619	Zm00001d035461	K10590	EC2.3.2.26	E3 ubiquitin-protein ligase UPL4
103630958	GRMZM2G124297	Zm00001d035509	K10590	EC2.3.2.26	E3 ubiquitin-protein ligase UPL4
103656056	GRMZM2G315594	Zm00001d054104	K10590	EC2.3.2.26	E3 ubiquitin-protein ligase UPL3-like
100501539	GRMZM2G080439	Zm00001d006011	K10591	EC2.3.2.26	E3 ubiquitin-protein ligase UPL5
100279774	GRMZM2G181378	Zm00001d020911	K10591	EC2.3.2.26	uncharacterized LOC100279774
100304346	GRMZM2G021299	Zm00001d005127	K10592	EC2.3.2.26	E3 ubiquitin-protein ligase UPL1
103650429	GRMZM2G411536	Zm00001d041105	K10592	EC2.3.2.26	E3 ubiquitin-protein ligase UPL1-like
100384278	GRMZM2G331368	Zm00001d023795	K10592	EC2.3.2.26	uncharacterized LOC100384278
103636597	GRMZM2G030805	Zm00001d029561	K10597	EC2.3.2.27	probable ubiquitin conjugation factor E4
103639061	GRMZM2G075104	Zm00001d047306	K10597	EC2.3.2.27	probable ubiquitin conjugation factor E4
100282870	GRMZM2G025214	Zm00001d035751	K09561	EC2.3.2.27	STIP1 homology and U box-containing protein 1
100273449	GRMZM2G104769	Zm00001d035066	K09561	EC2.3.2.27	E3 ubiquitin-protein ligase CHIP
103632256	GRMZM2G007486	Zm00001d028109	K10598	EC5.2.1.8	peptidyl-prolyl cis-trans isomerase CYP65
100284255	GRMZM2G037698	Zm00001d032763	K10599	EC2.3.2.27	pre-mRNA-splicing factor 19
100191855	GRMZM2G324540	Zm00001d014078	K10599	EC2.3.2.27	Pre-mRNA-processing factor 19 homolog 2
103634066	-	-	K10599	EC2.3.2.27	pre-mRNA-processing factor 19-like
103633376	-	Zm00001d021987	K10599	EC2.3.2.27	pre-mRNA-processing factor 19-like
103635955	-	Zm00001d011008	K10599	EC2.3.2.27	pre-mRNA-processing factor 19-like
100170244	GRMZM2G009265	Zm00001d022401	K04506	EC2.3.2.27	putative seven in absentia domain family protein
100170245	GRMZM2G146354	Zm00001d015123	K04506	EC2.3.2.27	putative seven in absentia domain family protein
100279741	GRMZM2G051101	Zm00001d053289	K04506	EC2.3.2.27	uncharacterized LOC100279741
100170243	GRMZM2G061624	Zm00001d029203	K04506	EC2.3.2.27	TRAF-like superfamily protein
100273809	GRMZM2G008123	Zm00001d041049	K04506	EC2.3.2.27	Ubiquitin-protein ligase/ zinc ion binding protein
100284602	GRMZM2G061758	Zm00001d040046	K04506	EC2.3.2.27	ubiquitin-protein ligase/ zinc ion binding protein
100170242	-	-	K04506	EC2.3.2.27	uncharacterized LOC100170242
103626898	GRMZM2G081075	Zm00001d015952	K04506	EC2.3.2.27	E3 ubiquitin-protein ligase SINAT5-like
100279342	GRMZM2G126795	Zm00001d052138	K10143	EC2.3.2.27	E3 ubiquitin-protein ligase COP1
100286122	GRMZM2G104920	Zm00001d018207	K10143	EC2.3.2.27	ubiquitin ligase protein COP1
100216856	-	Zm00001d036651	K10143	EC2.3.2.27	F10K1.23
103626521	GRMZM2G389155	Zm00001d014990	K10143	EC2.3.2.27	WD repeat-containing protein RUP2
100282790	GRMZM2G056270	Zm00001d023874	K10144	EC2.3.2.27	RING finger and CHY zinc finger domain-containing protein 1
100192978	GRMZM2G144782	Zm00001d032810	K10144	EC2.3.2.27	CHY-type/CTCHY-type/RING-type Zinc finger protein
100272854	GRMZM2G052034	Zm00001d029141	K10144	EC2.3.2.27	putative RING zinc finger domain superfamily protein
100280509	GRMZM2G077307	Zm00001d043613	K10144	EC2.3.2.27	RING finger and CHY zinc finger domain-containing protein 1
