Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
845212	-	Zm00001d028360	K01601	EC4.1.1.39	RuBisCO large subunit
542212	GRMZM2G098520	Zm00001d052595	K01602	EC4.1.1.39	ribulose bisphosphate carboxylase small subunit 1
100279574	GRMZM2G113033	Zm00001d004894	K01602	EC4.1.1.39	ribulose bisphosphate carboxylase small subunit 2
100281237	GRMZM2G089136	Zm00001d038579	K00927	EC2.7.2.3	phosphoglycerate kinase
100274579	GRMZM2G382914	Zm00001d015376	K00927	EC2.7.2.3	Phosphoglycerate kinase
100381624	GRMZM2G047028	Zm00001d043194	K00927	EC2.7.2.3	phosphoglycerate kinase
103635817	GRMZM2G083016	Zm00001d010672	K00927	EC2.7.2.3	phosphoglycerate kinase, chloroplastic
100282981	GRMZM2G104632	Zm00001d015383	K00134	EC1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase, cytosolic
100191900	GRMZM2G051004	Zm00001d053798	K00134	EC1.2.1.12	glyceraldehyde-3-phosphate dehydrogenase, cytosolic
542367	GRMZM2G046804	Zm00001d049641	K00134	EC1.2.1.12	GADPH (AA 1-337)
100037774	GRMZM2G176307	Zm00001d017121	K00134	EC1.2.1.12	uncharacterized LOC100037774
542333	GRMZM2G071630	Zm00001d051001	K00134	EC1.2.1.12	cytosolic glyceroldehyde-3-phosphate dehydrogenase GAPC3
542718	GRMZM2G180625	Zm00001d035156	K00134	EC1.2.1.12	cytosolic glyceroldehyde-3-phosphate dehydrogenase GAPC2
542290	GRMZM5G845611	Zm00001d027488	K05298	EC1.2.1.13	glyceraldehyde phosphate dehydrogenase B1
542368	GRMZM2G337113	-	K05298	EC1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase 1
103642790	GRMZM5G821433	Zm00001d025607	K05298	EC1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic
103641723	GRMZM2G039723	Zm00001d025593	K05298	EC1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic
109943118	GRMZM2G162845	Zm00001d025599	K05298	EC1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic-like
103644539	-	Zm00001d028395	K01623	EC4.1.2.13	fructose-bisphosphate aldolase 3, chloroplastic-like
