Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100273311	GRMZM2G094712	Zm00001d043382	K14454	EC2.6.1.1	glutamate-oxaloacetate transaminase1
100274119	GRMZM2G146677	Zm00001d016198	K14455	EC2.6.1.1	aspartate aminotransferase
100282625	GRMZM5G836910	Zm00001d018386	K00811	EC2.6.1.1	aspartate aminotransferase
100279867	GRMZM2G139689	Zm00001d015183	K00278	EC1.4.3.16	L-aspartate oxidase chloroplastic
100192349	GRMZM2G093175	Zm00001d044608	K01953	EC6.3.5.4	asparagine synthetase 2
100192350	GRMZM2G053669	Zm00001d028750	K01953	EC6.3.5.4	asparagine synthetase 3
103644597	GRMZM2G313272	Zm00001d028766	K01953	EC6.3.5.4	asparagine synthetase [glutamine-hydrolyzing]-like
100192351	GRMZM2G078472	Zm00001d047736	K01953	EC6.3.5.4	asparagine synthetase 4
542435	GRMZM2G074589	Zm00001d045675	K01953	EC6.3.5.4	asparagine synthetase homolog 1
100279870	GRMZM2G169365	Zm00001d048292	K13566	EC3.5.1.3	Omega-amidase chloroplastic
100280276	GRMZM2G156486	Zm00001d027876	K13566	EC3.5.1.3	Omega-amidase chloroplastic
100216685	GRMZM2G088018	-	K00814	EC2.6.1.2	uncharacterized LOC100216685
100282849	GRMZM2G088018	-	K00814	EC2.6.1.2	uncharacterized LOC100282849
100280822	GRMZM2G117230	Zm00001d020590	K00814	EC2.6.1.2	alanine aminotransferase 2
100193705	GRMZM5G828630	Zm00001d030557	K00814	EC2.6.1.2	Alanine aminotransferase 2 mitochondrial
100384793	GRMZM2G053939	-	K00814	EC2.6.1.2	alanine aminotransferase 2
100279149	GRMZM2G124963	Zm00001d006875	K00814	EC2.6.1.2	alanine aminotransferase10
103634667	-	Zm00001d008277	K00814	EC2.6.1.2	alanine aminotransferase 2-like
103645133	GRMZM2G359559	-	K00830	EC2.6.1.51 2.6.1.45 2.6.1.44	serine--glyoxylate aminotransferase
103645124	GRMZM2G050481	-	K00830	EC2.6.1.51 2.6.1.45 2.6.1.44	serine--glyoxylate aminotransferase
100281949	GRMZM2G137868	Zm00001d031349	K00830	EC2.6.1.51 2.6.1.45 2.6.1.44	Serine--glyoxylate aminotransferase
109941708	GRMZM2G119511	Zm00001d031379	K00830	EC2.6.1.51 2.6.1.45 2.6.1.44	serine--glyoxylate aminotransferase-like
103641813	-	-	K00830	EC2.6.1.51 2.6.1.45 2.6.1.44	serine--glyoxylate aminotransferase-like
103631778	GRMZM2G124353	Zm00001d027861	K00827	EC2.6.1.40 2.6.1.44	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial
100384690	GRMZM2G107739	Zm00001d038460	K00827	EC2.6.1.40 2.6.1.44	uncharacterized LOC100384690
100279249	GRMZM2G030571	Zm00001d029083	K00827	EC2.6.1.40 2.6.1.44	uncharacterized LOC100279249
103652550	GRMZM2G010211	Zm00001d043951	K00827	EC2.6.1.40 2.6.1.44	alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial-like
100284842	-	-	K14272	EC2.6.1.44 2.6.1.2 2.6.1.4	Pentatricopeptide repeat-containing protein ELI1 chloroplastic
100501386	GRMZM5G840582	-	K14272	EC2.6.1.44 2.6.1.2 2.6.1.4	uncharacterized LOC100501386
100274106	GRMZM2G010406	Zm00001d024048	K01940	EC6.3.4.5	argininosuccinate synthase
100191977	GRMZM2G124059	Zm00001d047667	K01755	EC4.3.2.1	argininosuccinate lyase
542334	GRMZM2G119852	-	K01939	EC6.3.4.4	adenylosuccinate synthetase
