Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
107181290	GRMZM2G391473	Zm00001d045388	K06236	-	uncharacterized LOC107181290
100191466	GRMZM2G114354	Zm00001d028746	K05857	EC3.1.4.11	uncharacterized LOC100191466
100136827	GRMZM2G129238	Zm00001d007229	K05857	EC3.1.4.11	phosphoinositide-specific phospholipase C
542162	GRMZM5G889467	Zm00001d014903	K05857	EC3.1.4.11	phospholipase C
100191939	GRMZM2G157760	Zm00001d047447	K05857	EC3.1.4.11	Phosphoinositide phospholipase C 2
103626494	GRMZM2G137435	Zm00001d014906	K05857	EC3.1.4.11	phosphoinositide phospholipase C 2
541773	GRMZM2G415327	Zm00001d018004	K04392	-	Rho-related protein from plants 1
541774	GRMZM2G100505	Zm00001d037911	K04392	-	Rop3 small GTP binding protein
542017	GRMZM2G176217	Zm00001d038688	K04392	-	rop6 protein
542739	GRMZM2G375002	Zm00001d018573	K04392	-	Rho-related protein from plants 4
542758	GRMZM2G102946	Zm00001d044802	K04392	-	Rho-related protein from plants 5
542094	GRMZM5G803949	Zm00001d015036	K04392	-	Rho-related protein from plants 9
542503	-	Zm00001d010732	K04392	-	Rho-related protein from plants 7
541930	GRMZM2G001953	Zm00001d052273	K04392	-	GTPase protein
542618	GRMZM5G846811	Zm00001d053899	K04392	-	Rho-related protein from plants 2
