Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
103633646	GRMZM2G087275	Zm00001d028443	K00654	EC2.3.1.50	long chain base biosynthesis protein 1a-like
103648713	GRMZM2G055854	-	K00654	EC2.3.1.50	long chain base biosynthesis protein 2a
103646898	GRMZM2G165613	Zm00001d004560	K00654	EC2.3.1.50	long chain base biosynthesis protein 1a
100282573	GRMZM2G152888	Zm00001d007354	K00654	EC2.3.1.50	serine palmitoyltransferase 2
100281549	GRMZM2G144985	Zm00001d047908	K00654	EC2.3.1.50	serine palmitoyltransferase 1
100285632	GRMZM2G142030	Zm00001d049260	K00654	EC2.3.1.50	Long chain base biosynthesis protein 2a
103632334	-	Zm00001d019642	K00654	EC2.3.1.50	long chain base biosynthesis protein 1b-like
103632712	-	-	K00654	EC2.3.1.50	long chain base biosynthesis protein 1b-like
732780	GRMZM2G010202	Zm00001d011943	K00654	EC2.3.1.50	long chain base biosynthesis protein 2d
103655347	GRMZM2G134248	Zm00001d050220	K00654	EC2.3.1.50	long chain base biosynthesis protein 1a-like
103652945	GRMZM2G030862	Zm00001d049259	K00654	EC2.3.1.50	long chain base biosynthesis protein 2a
100384177	-	Zm00001d009383	K00654	EC2.3.1.50	long chain base biosynthesis protein 1b
103638626	GRMZM2G444378	-	K00654	EC2.3.1.50	long chain base biosynthesis protein 1a
103634366	GRMZM2G357734	Zm00001d021982	K00654	EC2.3.1.50	long chain base biosynthesis protein 2a-like
103654575	-	-	K00654	EC2.3.1.50	long chain base biosynthesis protein 1a-like
100193352	GRMZM2G167431	Zm00001d017748	K04708	EC1.1.1.102	3-ketodihydrosphingosine reductase
100384036	GRMZM2G147701	Zm00001d051552	K04708	EC1.1.1.102	hypothetical protein
100216857	GRMZM2G315726	Zm00001d017912	K04710	EC2.3.1.24	ASC1-like protein 2
100282996	GRMZM2G163426	Zm00001d005671	K04710	EC2.3.1.24	ASC1-like protein 1
100279713	GRMZM2G180732	Zm00001d044175	K12349	EC3.5.1.23	Neutral/alkaline non-lysosomal ceramidase
103629203	-	Zm00001d035537	K12349	EC3.5.1.23	neutral ceramidase-like
100273412	GRMZM2G180982	Zm00001d033611	K04711	EC3.5.1.-	Alkaline phytoceramidase (aPHC)
100273078	GRMZM2G300944	Zm00001d013496	K04711	EC3.5.1.-	Alkaline phytoceramidase (aPHC)
103646156	GRMZM2G078373	Zm00001d002859	K04712	EC1.14.18.5 1.14.19.17	sphingolipid delta(4)-desaturase DES1-like
100282881	GRMZM2G124276	Zm00001d044833	K04713	EC1.14.18.5	protein SUR2
100273655	GRMZM2G044175	Zm00001d006920	K04713	EC1.14.18.5	protein SUR2
100273604	GRMZM2G163008	Zm00001d038630	K04713	EC1.14.18.5	Sphinganine C4-monooxygenase 1
100283399	GRMZM5G836378	Zm00001d018041	K04713	EC1.14.18.5	protein SUR2
103651403	GRMZM2G003526	Zm00001d043994	K04713	EC1.14.18.5	sphinganine C(4)-monooxygenase 1-like
103655903	GRMZM2G166853	Zm00001d053106	K04713	EC1.14.18.5	sphinganine C4-monooxygenase 1
103652928	GRMZM2G007289	Zm00001d049213	K04713	EC1.14.18.5	sphinganine C4-monooxygenase 2
103636134	GRMZM2G030118	Zm00001d011503	K04713	EC1.14.18.5	sphinganine C4-monooxygenase 1
107436073	GRMZM2G423229	Zm00001d037225	K04713	EC1.14.18.5	Sphinganine C4-monooxygenase 1
100277100	-	Zm00001d052258	K04713	EC1.14.18.5	uncharacterized LOC100277100
100281194	GRMZM2G043414	Zm00001d051345	K04715	EC2.7.1.138	Diacylglycerol kinase
100383275	GRMZM2G057475	Zm00001d021787	K04718	EC2.7.1.91	Sphingosine kinase 1
100284895	-	Zm00001d006595	K04718	EC2.7.1.91	D-erythro-sphingosine kinase/ diacylglycerol kinase
109939154	-	Zm00001d012318	K04718	EC2.7.1.91	sphingosine kinase 1-like
100281847	GRMZM2G044337	Zm00001d008389	K01634	EC4.1.2.27	uncharacterized LOC100281847
103647301	GRMZM2G105922	Zm00001d005431	K17108	EC3.2.1.45	non-lysosomal glucosylceramidase
100279895	GRMZM5G895188	Zm00001d032725	K17108	EC3.2.1.45	Beta-glucosidase GBA2 type family protein
103628955	GRMZM2G374827	Zm00001d035046	K17108	EC3.2.1.45	non-lysosomal glucosylceramidase
103652830	GRMZM2G104833	Zm00001d048988	K17108	EC3.2.1.45	non-lysosomal glucosylceramidase
100217216	GRMZM2G032496	-	K01190	EC3.2.1.23	glycoside hydrolase family 2 protein
100502243	GRMZM2G164676	Zm00001d038847	K12309	EC3.2.1.23	beta-galactosidase
100191764	GRMZM2G053554	Zm00001d022445	K07407	EC3.2.1.22	Alpha-galactosidase 3
100274554	GRMZM2G346455	Zm00001d032605	K07407	EC3.2.1.22	uncharacterized LOC100274554
100280970	GRMZM2G095126	-	K07407	EC3.2.1.22	alpha-galactosidase
100191564	GRMZM2G146463	Zm00001d019552	K07407	EC3.2.1.22	uncharacterized LOC100191564
103648849	GRMZM2G400655	Zm00001d004434	K07407	EC3.2.1.22	alpha-galactosidase 3-like
103652228	-	-	K07407	EC3.2.1.22	uncharacterized LOC103652228
