Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100191601	GRMZM2G029396	Zm00001d034516	K00801	EC2.5.1.21	uncharacterized LOC100191601
541614	GRMZM2G108225	Zm00001d013048	K00801	EC2.5.1.21	squalene synthase 1
100285558	GRMZM2G105787	Zm00001d047998	K00511	EC1.14.14.17	uncharacterized LOC100285558
100274333	GRMZM2G091456	Zm00001d028299	K00511	EC1.14.14.17	uncharacterized LOC100274333
541974	GRMZM2G049538	Zm00001d002351	K15793	EC3.1.7.6 4.2.3.47 4.2.3.49	terpene synthase 1
100272889	GRMZM2G109589	Zm00001d027941	K15891	EC1.1.1.354	dihydroflavonol-4-reductase
732751	GRMZM2G179092	Zm00001d024486	K14174	EC4.2.3.81 4.2.3.47	terpene synthase10
542688	GRMZM2G127087	Zm00001d024207	K15797	EC5.5.1.17	terpene synthase 6
103641097	GRMZM2G127087	Zm00001d024210	K15797	EC5.5.1.17	(S)-beta-macrocarpene synthase
103641099	GRMZM2G028306	Zm00001d024211	K15797	EC5.5.1.17	(S)-beta-macrocarpene synthase-like
109943031	-	Zm00001d024479	K15803	EC4.2.3.75	inactive sesquithujene synthase-like
103654534	GRMZM2G086590	Zm00001d052971	K19011	EC5.4.99.48	achilleol B synthase
103626416	GRMZM2G156398	Zm00001d014695	K19011	EC5.4.99.48	achilleol B synthase
