Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100284387	GRMZM2G129189	Zm00001d017152	K01183	EC3.2.1.14	endochitinase PR4
100284575	GRMZM5G837822	Zm00001d042768	K01183	EC3.2.1.14	hevamine-A
100384000	GRMZM2G051921	Zm00001d003188	K01183	EC3.2.1.14	Endochitinase EP3
103650978	GRMZM2G430936	Zm00001d042769	K01183	EC3.2.1.14	acidic endochitinase
103650979	GRMZM2G430942	Zm00001d042770	K01183	EC3.2.1.14	acidic endochitinase
103650980	GRMZM2G023650	Zm00001d042771	K01183	EC3.2.1.14	acidic endochitinase
100191620	GRMZM2G141456	Zm00001d049226	K01183	EC3.2.1.14	uncharacterized LOC100191620
100281817	GRMZM2G052175	-	K01183	EC3.2.1.14	endochitinase A
100283098	GRMZM2G051943	Zm00001d003190	K01183	EC3.2.1.14	endochitinase A
100216890	GRMZM2G005633	Zm00001d025753	K01183	EC3.2.1.14	Endochitinase B
100274481	GRMZM2G162359	Zm00001d018966	K01183	EC3.2.1.14	uncharacterized LOC100274481
100280478	GRMZM2G328171	-	K01183	EC3.2.1.14	xylanase inhibitor protein 1
542525	GRMZM2G453805	Zm00001d043988	K01183	EC3.2.1.14	chitinase chem 5
103632225	GRMZM2G130686	Zm00001d019405	K01183	EC3.2.1.14	acidic endochitinase
103632226	GRMZM2G160265	-	K01183	EC3.2.1.14	acidic endochitinase
103632227	GRMZM2G080547	Zm00001d019407	K01183	EC3.2.1.14	acidic endochitinase
103635126	GRMZM2G373106	Zm00001d000406	K01183	EC3.2.1.14	endochitinase A-like
103640665	GRMZM2G400999	Zm00001d037653	K01183	EC3.2.1.14	xylanase inhibitor protein 1
100272870	GRMZM2G133781	Zm00001d048903	K01183	EC3.2.1.14	Acidic endochitinase
100383770	GRMZM2G090441	Zm00001d025199	K01183	EC3.2.1.14	uncharacterized LOC100383770
103653161	-	Zm00001d049727	K01183	EC3.2.1.14	protein SUPPRESSOR OF NPR1-1 CONSTITUTIVE 4-like
100285296	GRMZM2G447795	Zm00001d037656	K01183	EC3.2.1.14	xylanase inhibitor protein 1
100275812	GRMZM2G103668	-	K20547	EC3.2.1.14	uncharacterized LOC100275812
100281825	-	Zm00001d027525	K20547	EC3.2.1.14	basic endochitinase C
100191592	GRMZM2G099454	Zm00001d027524	K20547	EC3.2.1.14	basic endochitinase
100283208	GRMZM2G064360	Zm00001d014840	K20547	EC3.2.1.14	uncharacterized LOC100283208
100280135	GRMZM2G145518	-	K20547	EC3.2.1.14	uncharacterized LOC100280135
100274400	GRMZM2G145461	Zm00001d036370	K20547	EC3.2.1.14	uncharacterized LOC100274400
100284192	GRMZM2G062974	Zm00001d009936	K20547	EC3.2.1.14	Basic endochitinase A
100280704	GRMZM5G860235	-	K12373	EC3.2.1.52	beta-hexosaminidase
100280178	GRMZM2G134251	-	K12373	EC3.2.1.52	uncharacterized LOC100280178
100281192	GRMZM2G034598	Zm00001d035598	K12373	EC3.2.1.52	uncharacterized LOC100281192
100277104	GRMZM2G117405	Zm00001d012176	K12373	EC3.2.1.52	uncharacterized LOC100277104
103630365	GRMZM2G121514	Zm00001d038196	K12373	EC3.2.1.52	beta-hexosaminidase 3
103649574	GRMZM2G166597	Zm00001d039361	K01836	EC5.4.2.3	phosphoacetylglucosamine mutase
100282551	GRMZM2G019986	Zm00001d026287	K00972	EC2.7.7.83 2.7.7.23	UDP-N-acetylglucosamine diphosphorylase
100279878	GRMZM2G044629	Zm00001d002338	K00972	EC2.7.7.83 2.7.7.23	UDP-N-acetylglucosamine diphosphorylase 2
100383496	GRMZM2G155729	Zm00001d024307	K00972	EC2.7.7.83 2.7.7.23	UDP-N-acetylglucosamine diphosphorylase 2
103655653	-	-	K00972	EC2.7.7.83 2.7.7.23	UDP-N-acetylglucosamine diphosphorylase 1-like
103649684	GRMZM2G061830	Zm00001d039656	K00326	EC1.6.2.2	NADH-cytochrome b5 reductase-like protein
100126901	GRMZM2G157263	Zm00001d038529	K00326	EC1.6.2.2	ferric-chelate reductase (NADH)2
100191335	GRMZM2G133213	Zm00001d043098	K00326	EC1.6.2.2	ferric-chelate reductase (NADH)1
103626012	GRMZM2G127972	Zm00001d008543	K00326	EC1.6.2.2	NADH--cytochrome b5 reductase 1
103627508	GRMZM2G158039	Zm00001d017490	K00326	EC1.6.2.2	NADH--cytochrome b5 reductase 1-like
109939430	GRMZM2G422581	Zm00001d013602	K00326	EC1.6.2.2	NADH--cytochrome b5 reductase 1-like
100170246	GRMZM2G432801	Zm00001d038792	K00844	EC2.7.1.1	hexokinase 2
100192075	GRMZM2G104081	Zm00001d039512	K00844	EC2.7.1.1	hexokinase1
100283735	GRMZM2G051806	Zm00001d037689	K00844	EC2.7.1.1	hexokinase-1
100279587	GRMZM2G171373	Zm00001d043607	K00844	EC2.7.1.1	hexokinase6
542510	GRMZM2G058745	Zm00001d010796	K00844	EC2.7.1.1	hexokinase3
100285932	GRMZM2G046686	Zm00001d037861	K00844	EC2.7.1.1	hexokinase-1
103650768	GRMZM2G068913	Zm00001d042146	K00844	EC2.7.1.1	hexokinase-3
103636300	GRMZM2G467069	Zm00001d011889	K00844	EC2.7.1.1	hexokinase-3
103651223	GRMZM5G856653	Zm00001d043511	K00844	EC2.7.1.1	hexokinase-6
109942531	-	-	K00844	EC2.7.1.1	hexokinase-10-like
100283428	GRMZM2G011624	Zm00001d051663	K00621	EC2.3.1.4	guanine nucleotide binding protein, alpha transducing 3
100193286	GRMZM2G072091	Zm00001d044813	K00847	EC2.7.1.4	putative fructokinase-6 chloroplastic
100502178	GRMZM2G026969	Zm00001d012173	K00847	EC2.7.1.4	uncharacterized LOC100502178
542107	GRMZM2G086845	-	K00847	EC2.7.1.4	fructokinase 1
542108	GRMZM2G051677	Zm00001d035037	K00847	EC2.7.1.4	fructokinase 2
100194010	GRMZM2G005749	-	K00820	EC2.6.1.16	glucosamine fructose-6-phosphate aminotraansferase 1
103654924	GRMZM2G165931	Zm00001d053886	K12446	EC2.7.1.46	L-arabinokinase
103626414	GRMZM2G098900	Zm00001d014689	K12446	EC2.7.1.46	L-arabinokinase
100285949	GRMZM2G161493	Zm00001d036477	K12447	EC2.7.7.64	uncharacterized LOC100285949
100382378	GRMZM2G116586	Zm00001d014674	K12447	EC2.7.7.64	UDP-sugar pyrophosphorylase
103625925	GRMZM2G396565	-	K12447	EC2.7.7.64	UDP-sugar pyrophosphorylase
109939773	-	-	K12447	EC2.7.7.64	UDP-sugar pyrophosphorylase-like
103644815	-	-	K13379	EC5.4.99.30 2.4.1.-	UDP-arabinopyranose mutase 3-like
542592	GRMZM2G073725	Zm00001d033174	K13379	EC5.4.99.30 2.4.1.-	golgi associated protein se-wap41
100285211	GRMZM2G173341	Zm00001d001979	K13379	EC5.4.99.30 2.4.1.-	alpha-1,4-glucan-protein synthase
100282614	GRMZM2G045287	-	K13379	EC5.4.99.30 2.4.1.-	uncharacterized LOC100282614
100274298	GRMZM2G087326	Zm00001d013751	K13379	EC5.4.99.30 2.4.1.-	UDP-arabinopyranose mutase 3
103637572	GRMZM2G034945	Zm00001d012683	K13379	EC5.4.99.30 2.4.1.-	alpha-1,4-glucan-protein synthase [UDP-forming]-like
103651964	GRMZM2G456174	Zm00001d040704	K13379	EC5.4.99.30 2.4.1.-	UDP-arabinopyranose mutase 3-like
103647830	GRMZM5G830681	Zm00001d006820	K13379	EC5.4.99.30 2.4.1.-	UDP-arabinopyranose mutase 3-like
109939900	-	Zm00001d014000	K13379	EC5.4.99.30 2.4.1.-	UDP-arabinopyranose mutase 3-like
103634588	GRMZM2G180889	Zm00001d028952	K01209	EC3.2.1.55	alpha-L-arabinofuranosidase 1
100282597	GRMZM2G077299	Zm00001d052425	K01209	EC3.2.1.55	uncharacterized LOC100282597
100193089	GRMZM2G097277	Zm00001d007195	K01209	EC3.2.1.55	Alpha-L-arabinofuranosidase 1
100193890	GRMZM2G006130	Zm00001d044648	K01209	EC3.2.1.55	alpha-L-arabinofuranosidase 1
109944448	GRMZM2G131440	Zm00001d007681	K01209	EC3.2.1.55	alpha-L-arabinofuranosidase 1-like
109939272	-	-	K01209	EC3.2.1.55	alpha-L-arabinofuranosidase 1-like
100216739	GRMZM2G015886	Zm00001d023810	K00770	EC2.4.2.24	Putative cellulose synthase-like family protein
100279996	GRMZM2G136895	Zm00001d026415	K15920	EC3.2.1.37	Beta-D-xylosidase 4
100280070	GRMZM2G111998	Zm00001d009060	K15920	EC3.2.1.37	putative O-Glycosyl hydrolase superfamily protein
103638806	GRMZM2G146523	Zm00001d046772	K15920	EC3.2.1.37	probable beta-D-xylosidase 2
100280696	GRMZM2G040397	Zm00001d002292	K12448	EC5.1.3.5	uncharacterized LOC100280696
100383103	GRMZM2G145460	Zm00001d026311	K12448	EC5.1.3.5	uncharacterized LOC100383103
100304323	GRMZM2G000632	Zm00001d028825	K12448	EC5.1.3.5	NAD(P)-binding Rossmann-fold superfamily protein
