Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
542253	GRMZM2G081554	Zm00001d032961	K04120	EC5.5.1.13	anther ear1
542165	GRMZM2G044481	-	K04120	EC5.5.1.13	kaurene synthase 2
103641248	GRMZM2G068808	Zm00001d024512	K04120	EC5.5.1.13	syn-copalyl diphosphate synthase
103655054	GRMZM2G445854	Zm00001d048867	K04120	EC5.5.1.13	ent-copalyl diphosphate synthase 2-like
103655056	-	Zm00001d048874	K04120	EC5.5.1.13	ent-copalyl diphosphate synthase 2-like
103645955	GRMZM2G093603	Zm00001d002349	K04121	EC4.2.3.19	ent-kaur-16-ene synthase, chloroplastic
100279558	-	Zm00001d041082	K04121	EC4.2.3.19	uncharacterized LOC100279558
100383607	GRMZM2G016922	-	K04121	EC4.2.3.19	uncharacterized LOC100383607
109943181	-	Zm00001d024514	K04121	EC4.2.3.19	ent-kaur-16-ene synthase, chloroplastic-like
103655286	GRMZM2G391312	Zm00001d049957	K04121	EC4.2.3.19	ent-kaur-16-ene synthase, chloroplastic-like
100274015	GRMZM2G059308	Zm00001d046344	K04122	EC1.14.13.78	putative cytochrome P450 superfamily protein
103638615	GRMZM2G161472	Zm00001d046342	K04122	EC1.14.13.78	ent-kaurene oxidase 2
542580	GRMZM2G093195	Zm00001d045563	K04123	EC1.14.13.79	dwarf plant 3
103639316	GRMZM2G089803	Zm00001d047830	K04123	EC1.14.13.79	cytochrome P450 88A1-like
778427	-	Zm00001d034898	K05282	EC1.14.11.12	uncharacterized LOC778427
100217010	GRMZM2G021051	-	K05282	EC1.14.11.12	uncharacterized LOC100217010
100280117	GRMZM2G044358	Zm00001d037627	K04124	EC1.14.11.15	GA 3-oxidase 2
101202726	GRMZM2G036340	Zm00001d039634	K04124	EC1.14.11.15	GA 3-oxidase 1
103649600	GRMZM2G031432	Zm00001d039394	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase 1
100281876	GRMZM2G427618	Zm00001d038695	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase
100192514	GRMZM2G155686	Zm00001d038996	K04125	EC1.14.11.13	gibberellin 2-oxidase8
100280480	GRMZM2G051619	Zm00001d037724	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase
100284370	GRMZM2G152354	Zm00001d008909	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase
100285694	GRMZM2G078798	Zm00001d037565	K04125	EC1.14.11.13	gibberellin 2-oxidase
103636636	GRMZM2G031724	Zm00001d012712	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase
103641082	-	Zm00001d024175	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase 2
103651969	GRMZM2G176963	Zm00001d040737	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase 6
103651195	GRMZM2G022679	Zm00001d043411	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase
100281860	GRMZM2G006964	Zm00001d002999	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase 7
103631860	GRMZM2G177104	-	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase 8
103627438	GRMZM2G153359	Zm00001d017294	K04125	EC1.14.11.13	gibberellin 2-beta-dioxygenase 8
