Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100194338	GRMZM2G064023	Zm00001d053685	K01647	EC2.3.3.1	Citrate synthase
100280203	GRMZM2G063909	Zm00001d053684	K01647	EC2.3.3.1	uncharacterized LOC100280203
100279573	GRMZM2G063851	Zm00001d015856	K01647	EC2.3.3.1	citrate synthase 1
100381760	GRMZM2G033226	Zm00001d040603	K01648	EC2.3.3.8	uncharacterized LOC100381760
100273868	GRMZM2G107082	Zm00001d048627	K01648	EC2.3.3.8	uncharacterized LOC100273868
100282948	GRMZM2G034083	Zm00001d041593	K01648	EC2.3.3.8	ATP-citrate synthase
103635086	GRMZM2G002416	Zm00001d009127	K01648	EC2.3.3.8	ATP-citrate synthase beta chain protein 1
100281040	GRMZM5G858454	Zm00001d024952	K01681	EC4.2.1.3	aconitase 2
103645290	GRMZM2G127429	-	K01681	EC4.2.1.3	putative aconitate hydratase, cytoplasmic
103647708	GRMZM2G171707	Zm00001d006476	K01681	EC4.2.1.3	putative aconitate hydratase, cytoplasmic
103646899	GRMZM2G467338	Zm00001d004564	K01681	EC4.2.1.3	putative aconitate hydratase, cytoplasmic
100304315	GRMZM2G009808	Zm00001d048358	K01681	EC4.2.1.3	aconitase3
100216599	GRMZM2G020801	Zm00001d049409	K01681	EC4.2.1.3	aconitase1
100273695	GRMZM2G364988	Zm00001d015497	K01681	EC4.2.1.3	Aconitate hydratase 3 mitochondrial
100304277	GRMZM2G176397	Zm00001d027558	K01681	EC4.2.1.3	Aconitate hydratase 1
103632730	-	Zm00001d020428	K01681	EC4.2.1.3	putative aconitate hydratase, cytoplasmic
100272371	GRMZM5G829778	Zm00001d039079	K00031	EC1.1.1.42	isocitrate dehydrogenase 2
100274592	GRMZM2G432128	Zm00001d011487	K00031	EC1.1.1.42	uncharacterized LOC100274592
100191657	GRMZM2G082581	Zm00001d003083	K00031	EC1.1.1.42	uncharacterized LOC100191657
100217128	GRMZM2G033515	Zm00001d044021	K00031	EC1.1.1.42	seed maturation protein PM41
103633296	-	Zm00001d021770	K00031	EC1.1.1.42	cytosolic isocitrate dehydrogenase [NADP]
100191841	GRMZM2G018566	Zm00001d040438	K00030	EC1.1.1.41	Isocitrate dehydrogenase [NAD] catalytic subunit 5 mitochondrial
100283574	GRMZM2G120857	Zm00001d008244	K00030	EC1.1.1.41	3-isopropylmalate dehydrogenase
100272953	GRMZM2G116872	Zm00001d017091	K00030	EC1.1.1.41	uncharacterized LOC100272953
100274026	GRMZM2G006672	Zm00001d050965	K00030	EC1.1.1.41	uncharacterized LOC100274026
542698	GRMZM2G025366	Zm00001d025690	K00030	EC1.1.1.41	isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial
100383579	GRMZM2G142863	Zm00001d003947	K00164	EC1.2.4.2	2-oxoglutarate dehydrogenase E1 component
100383412	GRMZM2G151169	Zm00001d036328	K00164	EC1.2.4.2	uncharacterized LOC100383412
100383847	GRMZM2G151041	Zm00001d025240	K00164	EC1.2.4.2	2-oxoglutarate dehydrogenase E1 component
100280624	GRMZM2G079538	Zm00001d025258	K00658	EC2.3.1.61	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
100284269	GRMZM5G807639	Zm00001d003923	K00658	EC2.3.1.61	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
103650140	GRMZM2G462140	Zm00001d040721	K00382	EC1.8.1.4	dihydrolipoyl dehydrogenase 1, mitochondrial
100383599	GRMZM2G073774	Zm00001d009779	K00382	EC1.8.1.4	uncharacterized LOC100383599
100501719	GRMZM2G335657	Zm00001d009163	K00382	EC1.8.1.4	Dihydrolipoyl dehydrogenase
100381818	GRMZM2G145595	Zm00001d009212	K00382	EC1.8.1.4	dihydrolipoyl dehydrogenase
103631417	GRMZM2G159570	Zm00001d037554	K00382	EC1.8.1.4	dihydrolipoyl dehydrogenase 1, mitochondrial
100216609	GRMZM2G072054	Zm00001d021908	K01899	EC6.2.1.5 6.2.1.4	succinyl-CoA ligase alpha-chain 2
100283329	GRMZM2G039251	Zm00001d006667	K01899	EC6.2.1.5 6.2.1.4	succinyl-CoA ligase alpha-chain 2
100284826	GRMZM2G064695	Zm00001d017258	K01900	EC6.2.1.5 6.2.1.4	succinyl-CoA ligase beta-chain
100284286	-	Zm00001d051129	K01900	EC6.2.1.5 6.2.1.4	succinyl-CoA ligase beta-chain
103629837	-	Zm00001d037006	K01900	EC6.2.1.5 6.2.1.4	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like
109939279	-	-	K01900	EC6.2.1.5 6.2.1.4	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like
100279930	GRMZM2G064799	Zm00001d018758	K00234	EC1.3.5.1	succinate dehydrogenase1
100280324	GRMZM2G079888	Zm00001d007966	K00234	EC1.3.5.1	succinate dehydrogenase4
103636824	GRMZM2G056912	Zm00001d008855	K00234	EC1.3.5.1	succinate dehydrogenase [ubiquinone] flavoprotein subunit 1, mitochondrial
100216648	GRMZM2G134134	Zm00001d035136	K00235	EC1.3.5.1	succinate dehydrogenase7
100502233	GRMZM2G302259	Zm00001d049649	K00235	EC1.3.5.1	iron sulfur subunit of succinate dehydrogenase and ribosomal protein S14 Precursor
103639746	GRMZM2G023760	Zm00001d045148	K00235	EC1.3.5.1	succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial
