Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100281042	GRMZM2G118345	Zm00001d003015	K10775	EC4.3.1.24	phenylalanine ammonia-lyase
100285115	GRMZM2G081582	Zm00001d051163	K10775	EC4.3.1.24	phenylalanine ammonia-lyase
100381820	GRMZM2G170692	Zm00001d017279	K10775	EC4.3.1.24	phenylalanine ammonia-lyase
100273579	GRMZM2G029048	Zm00001d017275	K10775	EC4.3.1.24	phenylalanine ammonia lyase9
100281532	GRMZM2G063917	Zm00001d051166	K10775	EC4.3.1.24	phenylalanine ammonia-lyase
103655990	GRMZM2G153871	Zm00001d053619	K10775	EC4.3.1.24	phenylalanine ammonia-lyase-like
103627433	GRMZM2G334660	Zm00001d017276	K10775	EC4.3.1.24	phenylalanine ammonia-lyase
100384215	GRMZM2G441347	Zm00001d003016	K10775	EC4.3.1.24	phenylalanine ammonia lyase2
109943525	-	Zm00001d033286	K10775	EC4.3.1.24	phenylalanine ammonia-lyase-like
109946043	-	Zm00001d051164	K10775	EC4.3.1.24	phenylalanine ammonia-lyase-like
542258	GRMZM2G074604	Zm00001d017274	K13064	EC4.3.1.25	phenylalanine ammonia lyase 3
103648573	GRMZM2G129493	-	K01188	EC3.2.1.21	beta-glucosidase 12
100216811	GRMZM2G069024	Zm00001d043110	K01188	EC3.2.1.21	Beta-glucosidase 11
100502286	GRMZM5G828987	Zm00001d048099	K01188	EC3.2.1.21	Beta-glucosidase 11
100381862	-	Zm00001d012159	K01188	EC3.2.1.21	Beta-glucosidase 42
103650331	GRMZM2G426467	Zm00001d041168	K01188	EC3.2.1.21	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 2, chloroplastic-like
542414	GRMZM2G016890	Zm00001d023994	K01188	EC3.2.1.21	beta glucosidase 1
732807	GRMZM2G008247	Zm00001d024037	K01188	EC3.2.1.21	beta-D-glucosidase precursor
100280071	GRMZM2G044092	Zm00001d042507	K01188	EC3.2.1.21	Beta-glucosidase 42
100279909	GRMZM2G163544	Zm00001d014489	K01188	EC3.2.1.21	Putative beta-glucosidase 41
100192939	GRMZM2G015804	Zm00001d028199	K01188	EC3.2.1.21	Beta-glucosidase 40
100174972	GRMZM2G076946	Zm00001d041776	K01188	EC3.2.1.21	dhurrinase-like B-glucosidase
103650610	GRMZM2G077015	Zm00001d041777	K01188	EC3.2.1.21	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 2, chloroplastic-like
100279348	GRMZM2G055699	Zm00001d037918	K01188	EC3.2.1.21	uncharacterized LOC100279348
100502335	GRMZM2G108133	Zm00001d021119	K01188	EC3.2.1.21	Beta-glucosidase 11
100501315	GRMZM2G376416	Zm00001d046210	K01188	EC3.2.1.21	uncharacterized LOC100501315
541703	GRMZM2G017186	Zm00001d034017	K01188	EC3.2.1.21	uncharacterized LOC541703
103641409	GRMZM2G174699	Zm00001d024891	K01188	EC3.2.1.21	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1, chloroplastic-like
100191390	GRMZM2G147687	Zm00001d034015	K05349	EC3.2.1.21	exoglucanase 1
542684	GRMZM2G473711	Zm00001d013269	K05349	EC3.2.1.21	beta-glucanase
100279291	GRMZM2G181259	Zm00001d038272	K05349	EC3.2.1.21	Glycosyl hydrolase family protein
100280148	GRMZM2G582965	-	K05349	EC3.2.1.21	Glycosyl hydrolase family protein
103654957	GRMZM2G023986	Zm00001d053982	K05349	EC3.2.1.21	beta-glucosidase BoGH3B
103630392	GRMZM2G115065	Zm00001d038271	K05349	EC3.2.1.21	beta-glucosidase BoGH3B
100274288	GRMZM2G118003	Zm00001d033649	K05350	EC3.2.1.21	Beta-glucosidase 44
103643865	-	Zm00001d033650	K05350	EC3.2.1.21	beta-glucosidase 7
103646225	GRMZM5G845736	-	K05350	EC3.2.1.21	probable inactive beta-glucosidase 14
103646226	GRMZM2G012236	-	K05350	EC3.2.1.21	probable inactive beta-glucosidase 14
100272792	GRMZM2G031628	Zm00001d025847	K05350	EC3.2.1.21	beta-glucosidase
100282438	GRMZM2G148176	Zm00001d022367	K05350	EC3.2.1.21	uncharacterized LOC100282438
100284659	-	Zm00001d033651	K05350	EC3.2.1.21	Beta-glucosidase
100193998	GRMZM5G810727	Zm00001d025846	K05350	EC3.2.1.21	Beta-glucosidase 47
103626358	GRMZM2G112704	Zm00001d014571	K05350	EC3.2.1.21	beta-glucosidase 38
