Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
606484	GRMZM2G137151	Zm00001d038170	K01662	EC2.2.1.7	deoxy xylulose synthase 1
100384006	GRMZM2G173641	Zm00001d045383	K01662	EC2.2.1.7	deoxy xylulose synthase3
606430	GRMZM2G493395	Zm00001d019060	K01662	EC2.2.1.7	deoxy xylulose synthase 2
542023	GRMZM2G056975	Zm00001d040163	K00099	EC1.1.1.267	dxr protein
103634738	GRMZM2G036290	Zm00001d008427	K00099	EC1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic
100272499	GRMZM5G856881	Zm00001d042584	K00991	EC2.7.7.60	diphosphocytidyl methyl erythritol synthase1
103636414	GRMZM2G172032	Zm00001d012197	K00991	EC2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic
100282760	GRMZM5G859195	Zm00001d043182	K00919	EC2.7.1.148	cytidine methyl kinase1
100284320	GRMZM2G118693	-	K01770	EC4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
100276918	-	Zm00001d017608	K01770	EC4.6.1.12	methyl erythritol cyclodiphosphate synthase2
542690	GRMZM2G137409	Zm00001d017139	K03526	EC1.17.7.3 1.17.7.1	uncharacterized LOC542690
100383164	GRMZM2G027059	-	K03527	EC1.17.7.4	lemon white1
100274017	GRMZM5G860137	Zm00001d008432	K00626	EC2.3.1.9	acetyl-CoA acetyltransferase, cytosolic 2
100282283	GRMZM5G866758	Zm00001d029416	K00626	EC2.3.1.9	acetyl-CoA acetyltransferase, cytosolic 1
101202696	GRMZM2G085474	Zm00001d031212	K00626	EC2.3.1.9	acetyl-CoA acetyltransferase, cytosolic 1
103640265	GRMZM5G830250	Zm00001d047224	K00626	EC2.3.1.9	acetyl-CoA acetyltransferase, cytosolic 1
103647599	-	Zm00001d006166	K01641	EC2.3.3.10	hydroxymethylglutaryl-CoA synthase
100272824	-	Zm00001d021201	K01641	EC2.3.3.10	Hydroxymethylglutaryl-CoA synthase
100384769	GRMZM2G087207	Zm00001d027383	K01641	EC2.3.3.10	putative hydroxymethylglutaryl-CoA synthase family protein
100285783	GRMZM2G106263	Zm00001d048494	K01641	EC2.3.3.10	hydroxymethylglutaryl-CoA synthase
103644955	GRMZM2G043503	-	K00021	EC1.1.1.34	3-hydroxy-3-methylglutaryl-coenzyme A reductase-like
100274191	GRMZM2G001645	Zm00001d020963	K00021	EC1.1.1.34	uncharacterized LOC100274191
100383280	GRMZM2G135085	Zm00001d051626	K00021	EC1.1.1.34	uncharacterized LOC100383280
100280335	GRMZM2G393337	Zm00001d052903	K00021	EC1.1.1.34	3-hydroxy-3-methylglutaryl-coenzyme A reductase
100191922	GRMZM2G058095	Zm00001d006040	K00021	EC1.1.1.34	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2
103627645	GRMZM2G136465	Zm00001d017826	K00021	EC1.1.1.34	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1
100384063	GRMZM2G019144	Zm00001d054037	K00869	EC2.7.1.36	Mevalonate kinase
100279817	GRMZM2G074015	Zm00001d054008	K00869	EC2.7.1.36	Mevalonate kinase
100282968	GRMZM2G030839	Zm00001d047906	K00938	EC2.7.4.2	phosphomevalonate kinase
101060998	GRMZM2G019260	-	K00938	EC2.7.4.2	phosphomevalonate kinase
103645978	-	Zm00001d002411	K01597	EC4.1.1.33	diphosphomevalonate decarboxylase MVD1, peroxisomal-like
103643980	GRMZM2G396451	Zm00001d033945	K01597	EC4.1.1.33	diphosphomevalonate decarboxylase MVD2, peroxisomal
100282878	GRMZM2G070351	Zm00001d018377	K01597	EC4.1.1.33	Diphosphomevalonate decarboxylase MVD2
541901	GRMZM2G108285	-	K01823	EC5.3.3.2	uncharacterized LOC541901
