Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100285342	-	-	K00059	EC1.1.1.100	uncharacterized LOC100285342
100277126	-	-	K00059	EC1.1.1.100	uncharacterized LOC100277126
103646607	GRMZM2G351023	Zm00001d004042	K00059	EC1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase 4-like
100284513	-	-	K00059	EC1.1.1.100	estradiol 17-beta-dehydrogenase 8
100273168	GRMZM2G099696	Zm00001d025201	K00059	EC1.1.1.100	fatty acid biosynthesis 1
100285462	-	-	K00059	EC1.1.1.100	versicolorin reductase
100274506	GRMZM2G043602	Zm00001d016550	K00059	EC1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase chloroplastic
103631989	-	-	K00059	EC1.1.1.100	short-chain type dehydrogenase/reductase-like
103634953	GRMZM2G090733	Zm00001d029190	K10251	EC1.1.1.330 1.1.1.62	very-long-chain 3-oxoacyl-CoA reductase-like protein At1g24470
542359	-	Zm00001d017111	K10251	EC1.1.1.330 1.1.1.62	glossy 8
103638302	GRMZM2G465868	Zm00001d045817	K10251	EC1.1.1.330 1.1.1.62	very-long-chain 3-oxoacyl-CoA reductase-like protein At1g24470
103653730	GRMZM2G087323	Zm00001d050992	K10251	EC1.1.1.330 1.1.1.62	very-long-chain 3-oxoacyl-CoA reductase 1-like
100284318	GRMZM2G035202	Zm00001d010536	K10703	EC4.2.1.134	Protein tyrosine phosphatase-like protein PTPLB
100274548	GRMZM2G151087	Zm00001d039856	K10703	EC4.2.1.134	PAS2
100383128	GRMZM2G181266	Zm00001d008623	K10703	EC4.2.1.134	uncharacterized LOC100383128
100191179	GRMZM2G481843	Zm00001d008622	K10258	EC1.3.1.93	uncharacterized LOC100191179
103633692	GRMZM2G073929	Zm00001d018847	K10258	EC1.3.1.93	very-long-chain enoyl-CoA reductase
100194244	GRMZM2G026793	Zm00001d004019	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	uncharacterized LOC100194244
100192652	GRMZM2G180399	Zm00001d012033	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
103638337	GRMZM2G003368	Zm00001d030328	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-[acyl-carrier-protein] desaturase 6, chloroplastic-like
100273826	GRMZM2G316362	Zm00001d012221	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	stearoyl-acyl-carrier-protein desaturase9
100191672	GRMZM5G852502	Zm00001d042344	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	stearoyl-acyl-carrier-protein desaturase1
100283843	-	Zm00001d025170	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	uncharacterized LOC100283843
100272745	GRMZM2G027673	Zm00001d050552	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-[acyl-carrier-protein] desaturase
100382139	GRMZM2G119305	Zm00001d024273	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	stearoyl-acyl-carrier-protein desaturase10
100284973	GRMZM2G143625	-	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
100284776	GRMZM2G073540	Zm00001d014498	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
100284715	GRMZM5G883417	-	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
100282744	GRMZM2G064701	Zm00001d051636	K10256	EC1.14.19.22 1.14.19.6	omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 2
100191469	GRMZM5G864319	Zm00001d045251	K00232	EC1.3.3.6	Acyl-coenzyme A oxidase
100285661	GRMZM2G014136	Zm00001d042884	K00232	EC1.3.3.6	acyl-coenzyme A oxidase 2
100282107	GRMZM2G002959	Zm00001d037521	K00232	EC1.3.3.6	glutaryl-CoA dehydrogenase
100382424	GRMZM2G052389	Zm00001d045606	K00232	EC1.3.3.6	Peroxisomal acyl-coenzyme A oxidase 1
100283936	GRMZM5G862219	Zm00001d039768	K00232	EC1.3.3.6	uncharacterized LOC100283936
103652794	GRMZM2G099666	Zm00001d048890	K00232	EC1.3.3.6	acyl-coenzyme A oxidase 2, peroxisomal
100192501	GRMZM5G848768	Zm00001d018487	K07513	EC2.3.1.16	acetyl-CoA C-acyltransferase-like protein
103653241	-	Zm00001d049882	K07513	EC2.3.1.16	3-ketoacyl-CoA thiolase 2, peroxisomal-like
100193233	-	-	K07513	EC2.3.1.16	uncharacterized LOC100193233
100274263	GRMZM2G110201	Zm00001d014093	K07513	EC2.3.1.16	uncharacterized LOC100274263
100273486	GRMZM2G344476	Zm00001d026144	K01068	EC3.1.2.2	uncharacterized LOC100273486
