Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100280295	GRMZM2G356046	Zm00001d052158	K19355	EC3.2.1.78	putative endo-1,4-beta-mannosidase family protein
103628997	-	-	K19355	EC3.2.1.78	putative mannan endo-1,4-beta-mannosidase 5
100191416	GRMZM2G140201	Zm00001d043443	K19355	EC3.2.1.78	Mannan endo-14-beta-mannosidase 2
100279398	GRMZM2G055585	Zm00001d043965	K19355	EC3.2.1.78	uncharacterized LOC100279398
103638326	GRMZM2G110993	Zm00001d045873	K19355	EC3.2.1.78	mannan endo-1,4-beta-mannosidase 6
103647149	GRMZM2G051534	Zm00001d005052	K19355	EC3.2.1.78	mannan endo-1,4-beta-mannosidase 8
100193286	GRMZM2G072091	Zm00001d044813	K00847	EC2.7.1.4	putative fructokinase-6 chloroplastic
100502178	GRMZM2G026969	Zm00001d012173	K00847	EC2.7.1.4	uncharacterized LOC100502178
542107	GRMZM2G086845	-	K00847	EC2.7.1.4	fructokinase 1
542108	GRMZM2G051677	Zm00001d035037	K00847	EC2.7.1.4	fructokinase 2
100281365	GRMZM2G456471	Zm00001d048907	K01809	EC5.3.1.8	uncharacterized LOC100281365
100272600	GRMZM2G121066	Zm00001d040020	K01809	EC5.3.1.8	Mannose-6-phosphate isomerase
100272536	GRMZM2G438998	Zm00001d008524	K01809	EC5.3.1.8	uncharacterized LOC100272536
100272867	GRMZM2G165535	Zm00001d001789	K17497	EC5.4.2.8	Phosphomannomutase
100274383	GRMZM2G160506	Zm00001d028572	K00966	EC2.7.7.13	Mannose-1-phosphate guanylyltransferase 1
100192721	GRMZM2G064841	Zm00001d028045	K00966	EC2.7.7.13	Mannose-1-phosphate guanylyltransferase 1
100274471	GRMZM2G149265	Zm00001d012395	K00966	EC2.7.7.13	Mannose-1-phosphate guanylyltransferase 1
103651012	GRMZM2G119300	Zm00001d042874	K00966	EC2.7.7.13	probable mannose-1-phosphate guanylyltransferase 3
