Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100273163	GRMZM2G046163	Zm00001d034461	K13222	EC4.1.2.8	uncharacterized LOC100273163
542117	GRMZM2G085381	Zm00001d048709	K13222	EC4.1.2.8	benzoxazinless 1
103644182	GRMZM2G015892	Zm00001d034453	K13222	EC4.1.2.8	indole-3-glycerol phosphate lyase, chloroplastic-like
100192631	GRMZM2G085661	Zm00001d048710	K13223	EC1.14.13.137	benzoxazinone synthesis 2
103652724	GRMZM2G167549	Zm00001d048702	K13224	EC1.14.13.138	indolin-2-one monooxygenase-like
100382554	GRMZM2G172491	Zm00001d048703	K13225	EC1.14.13.139	Cytochrome P450 71C1
103652726	GRMZM2G063756	Zm00001d048705	K13226	EC1.14.13.140	cytochrome P450 71C3
100277344	GRMZM2G085054	Zm00001d048707	K13227	EC2.4.1.202	benzoxazinone synthesis 8
100274317	GRMZM2G161335	Zm00001d031209	K13227	EC2.4.1.202	benzoxazinone synthesis 9
541977	GRMZM6G617209	Zm00001d048634	K13229	EC1.14.20.2	benzoxazin 6
100147731	-	Zm00001d049179	K13230	EC2.1.1.241	O-methyltransferase BX7
