Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
542319	GRMZM5G858094	Zm00001d004125	K11262	EC6.3.4.14 6.4.1.2	acetyl-coenzyme A carboxylase
100193636	GRMZM2G377341	Zm00001d014294	K11262	EC6.3.4.14 6.4.1.2	uncharacterized LOC100193636
100037775	-	Zm00001d024998	K11262	EC6.3.4.14 6.4.1.2	acetyl-CoA carboxylase 2
103637524	-	-	K11262	EC6.3.4.14 6.4.1.2	acetyl-CoA carboxylase 1-like
103655673	-	-	K11262	EC6.3.4.14 6.4.1.2	acetyl-CoA carboxylase 1-like
100283964	GRMZM2G029543	Zm00001d028787	K00645	EC2.3.1.39	Malonyl CoA-acyl carrier protein transacylase
100280714	GRMZM2G022563	Zm00001d002103	K00648	EC2.3.1.180	3-oxoacyl-[acyl-carrier-protein] synthase III chloroplastic
100280787	GRMZM2G003190	Zm00001d026429	K00648	EC2.3.1.180	3-oxoacyl-synthase III
100193451	GRMZM2G124335	Zm00001d006866	K09458	EC2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase II chloroplastic
100383498	GRMZM2G152105	Zm00001d047255	K09458	EC2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase II chloroplastic
100274137	GRMZM2G007757	Zm00001d015816	K09458	EC2.3.1.179	putative beta-ketoacyl synthase family protein
100279707	GRMZM2G012863	Zm00001d045027	K09458	EC2.3.1.179	uncharacterized LOC100279707
100280304	GRMZM2G072205	Zm00001d022144	K09458	EC2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase II chloroplastic
100279917	-	-	K09458	EC2.3.1.179	uncharacterized LOC100279917
100285342	-	-	K00059	EC1.1.1.100	uncharacterized LOC100285342
100277126	-	-	K00059	EC1.1.1.100	uncharacterized LOC100277126
103646607	GRMZM2G351023	Zm00001d004042	K00059	EC1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase 4-like
100284513	-	-	K00059	EC1.1.1.100	estradiol 17-beta-dehydrogenase 8
100273168	GRMZM2G099696	Zm00001d025201	K00059	EC1.1.1.100	fatty acid biosynthesis 1
100285462	-	-	K00059	EC1.1.1.100	versicolorin reductase
100274506	GRMZM2G043602	Zm00001d016550	K00059	EC1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase chloroplastic
103631989	-	-	K00059	EC1.1.1.100	short-chain type dehydrogenase/reductase-like
100283232	GRMZM2G055667	Zm00001d010180	K02372	EC4.2.1.59	beta-hydroxyacyl-ACP dehydratase
100273566	GRMZM2G024482	Zm00001d049351	K02372	EC4.2.1.59	uncharacterized LOC100273566
100193519	GRMZM2G070422	Zm00001d049975	K00208	EC1.3.1.10 1.3.1.9	Enoyl-[acyl-carrier-protein] reductase [NADH] chloroplastic
100192829	GRMZM2G079256	Zm00001d019926	K00208	EC1.3.1.10 1.3.1.9	Enoyl-[acyl-carrier-protein] reductase [NADH] chloroplastic
100284647	GRMZM2G017382	Zm00001d005148	K10781	EC3.1.2.21 3.1.2.14	Myristoyl-acyl carrier protein thioesterase
100283590	GRMZM2G007489	Zm00001d036137	K10781	EC3.1.2.21 3.1.2.14	Palmitoyl-acyl carrier protein thioesterase chloroplastic
100281497	GRMZM2G406603	Zm00001d046454	K10781	EC3.1.2.21 3.1.2.14	myristoyl-acyl carrier protein thioesterase
100284999	GRMZM2G079308	Zm00001d036919	K10781	EC3.1.2.21 3.1.2.14	myristoyl-acyl carrier protein thioesterase
103638097	-	-	K10781	EC3.1.2.21 3.1.2.14	palmitoyl-acyl carrier protein thioesterase, chloroplastic-like
103637656	GRMZM2G140298	Zm00001d029901	K10781	EC3.1.2.21 3.1.2.14	palmitoyl-acyl carrier protein thioesterase, chloroplastic-like
100191192	GRMZM2G143955	Zm00001d021046	K10782	EC3.1.2.14	uncharacterized LOC100191192
100284340	GRMZM2G102878	Zm00001d006080	K10782	EC3.1.2.14	Oleoyl-acyl carrier protein thioesterase
100194244	GRMZM2G026793	Zm00001d004019	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	uncharacterized LOC100194244
100192652	GRMZM2G180399	Zm00001d012033	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
103638337	GRMZM2G003368	Zm00001d030328	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-[acyl-carrier-protein] desaturase 6, chloroplastic-like
100273826	GRMZM2G316362	Zm00001d012221	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	stearoyl-acyl-carrier-protein desaturase9
100191672	GRMZM5G852502	Zm00001d042344	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	stearoyl-acyl-carrier-protein desaturase1
100283843	-	Zm00001d025170	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	uncharacterized LOC100283843
100272745	GRMZM2G027673	Zm00001d050552	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-[acyl-carrier-protein] desaturase
100382139	GRMZM2G119305	Zm00001d024273	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	stearoyl-acyl-carrier-protein desaturase10
100284973	GRMZM2G143625	-	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
100284776	GRMZM2G073540	Zm00001d014498	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
100284715	GRMZM5G883417	-	K03921	EC1.14.19.26 1.14.19.11 1.14.19.2	acyl-desaturase
103644323	GRMZM2G016774	Zm00001d034832	K01897	EC6.2.1.3	probable acyl-activating enzyme 16, chloroplastic
100285568	GRMZM2G079236	Zm00001d005019	K01897	EC6.2.1.3	Acyl-CoA synthetase long-chain family member 3
100281538	GRMZM2G098596	Zm00001d023238	K01897	EC6.2.1.3	AMP-binding protein
100281546	GRMZM2G059381	Zm00001d052485	K01897	EC6.2.1.3	AMP-binding protein
100281457	GRMZM5G812228	Zm00001d045295	K01897	EC6.2.1.3	ACS-like protein
100281785	GRMZM2G104847	Zm00001d053127	K01897	EC6.2.1.3	Long chain acyl-CoA synthetase 2
100383523	GRMZM2G152127	Zm00001d043851	K01897	EC6.2.1.3	putative AMP-dependent synthetase and ligase superfamily protein
100279270	GRMZM2G101875	Zm00001d024723	K01897	EC6.2.1.3	Long chain acyl-CoA synthetase 1
100304373	GRMZM2G339336	Zm00001d052399	K01897	EC6.2.1.3	uncharacterized LOC100304373
103632349	GRMZM2G002614	Zm00001d044016	K01897	EC6.2.1.3	long chain acyl-CoA synthetase 4
103654554	GRMZM2G117064	Zm00001d053009	K01897	EC6.2.1.3	long chain acyl-CoA synthetase 9, chloroplastic
103640823	GRMZM2G118286	Zm00001d023538	K01897	EC6.2.1.3	long chain acyl-CoA synthetase 9, chloroplastic
