Entrez_id	Maize_v3	Maize_v4	KO	EC	Gene_description
100192011	GRMZM2G020500	Zm00001d002687	K15398	EC1.14.-.-	putative cytochrome P450 superfamily protein
100501810	GRMZM2G062151	Zm00001d017528	K15398	EC1.14.-.-	cytochrome P450 86A2
100284056	GRMZM2G034360	Zm00001d012274	K15400	EC2.3.1.188	transferase
103642623	GRMZM2G168499	Zm00001d024864	K15400	EC2.3.1.188	omega-hydroxypalmitate O-feruloyl transferase
100274114	GRMZM2G417382	Zm00001d030494	K15400	EC2.3.1.188	Omega-hydroxypalmitate O-feruloyl transferase
100273498	-	Zm00001d042723	K15400	EC2.3.1.188	Omega-hydroxypalmitate O-feruloyl transferase
100273463	GRMZM2G350020	Zm00001d012326	K15401	EC1.14.-.-	putative cytochrome P450 superfamily protein
100192044	GRMZM2G083574	Zm00001d042814	K15401	EC1.14.-.-	Cytochrome P450 86A1
100216957	GRMZM2G139797	Zm00001d025833	K17991	EC1.11.2.3	Peroxygenase 2
100217206	GRMZM2G164308	Zm00001d037343	K17991	EC1.11.2.3	ABA-induced protein
100285515	GRMZM2G063693	Zm00001d044732	K17991	EC1.11.2.3	ABA-induced protein
100281938	GRMZM2G063717	Zm00001d044730	K17991	EC1.11.2.3	calcium binding EF-hand protein
100283710	GRMZM2G090505	Zm00001d017952	K17991	EC1.11.2.3	ABA-induced protein
100282316	GRMZM2G090609	Zm00001d017953	K17991	EC1.11.2.3	caleosin related protein
100285310	GRMZM2G075456	Zm00001d030670	K17991	EC1.11.2.3	calcium binding EF-hand protein
100275194	GRMZM2G063220	Zm00001d051800	K17991	EC1.11.2.3	uncharacterized LOC100275194
100382264	GRMZM2G040121	Zm00001d028249	K17991	EC1.11.2.3	putative peroxygenase 4
100285543	GRMZM2G342685	Zm00001d028252	K17991	EC1.11.2.3	caleosin
100217282	GRMZM2G162758	-	K15402	EC1.14.-.-	uncharacterized LOC100217282
100192014	GRMZM2G081841	Zm00001d020238	K15403	EC1.1.-.-	protein HOTHEAD
100281523	GRMZM2G141214	Zm00001d032284	K15403	EC1.1.-.-	protein HOTHEAD
100280261	GRMZM2G066578	Zm00001d014055	K15404	EC4.1.99.5	Protein ECERIFERUM 1
100273712	GRMZM2G099097	Zm00001d051932	K15404	EC4.1.99.5	cerberus 1, cysteine knot superfamily, homolog
100382841	GRMZM2G075255	Zm00001d017251	K15404	EC4.1.99.5	uncharacterized LOC100382841
103643196	GRMZM2G319345	Zm00001d031959	K13356	EC1.2.1.84	fatty acyl-CoA reductase 1
100501369	GRMZM2G480516	Zm00001d019850	K13356	EC1.2.1.84	Fatty acyl-CoA reductase 1
100285021	GRMZM2G120938	Zm00001d000107	K13356	EC1.2.1.84	male sterility protein 2
100272790	GRMZM2G036217	Zm00001d049950	K13356	EC1.2.1.84	male sterile protein homolog 1
103639542	GRMZM2G120987	Zm00001d048337	K13356	EC1.2.1.84	fatty acyl-CoA reductase 2
