ENTRY	NAME	FORMULA	EXACT_MASS	MOL_WEIGHT
C00015	UDP; Uridine 5'-diphosphate	C9H14N2O12P2	404.0022	404.1612
C00029	UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose	C15H24N2O17P2	566.055	566.3018
C00039	DNA; DNAn; DNAn+1; (Deoxyribonucleotide)n; (Deoxyribonucleotide)m; (Deoxyribonucleotide)n+m; Deoxyribonucleic acid	C10H17O8PR2(C5H8O5PR)n	566.055	566.3018
C00046	RNA; RNAn; RNAn+1; RNA(linear); (Ribonucleotide)n; (Ribonucleotide)m; (Ribonucleotide)n+m; Ribonucleic acid	C10H18O13P2R2(C5H8O6PR)n	566.055	566.3018
C00055	CMP; Cytidine-5'-monophosphate; Cytidylic acid	C9H14N3O8P	323.0519	323.1965
C00063	CTP; Cytidine 5'-triphosphate; Cytidine triphosphate	C9H16N3O14P3	482.9845	483.1563
C00064	L-Glutamine; L-2-Aminoglutaramic acid	C5H10N2O3	146.0691	146.1445
C00075	UTP; Uridine 5'-triphosphate; Uridine triphosphate	C9H15N2O15P3	483.9685	484.1411
C00086	Urea; Carbamide	CH4N2O	60.0324	60.0553
C00099	beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate	C3H7NO2	89.0477	89.0932
C00105	UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid	C9H13N2O9P	324.0359	324.1813
C00106	Uracil	C4H4N2O2	112.0273	112.0868
C00112	CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	C9H15N3O11P2	403.0182	403.1764
C00119	5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl diphosphate; 5-Phosphoribosyl 1-pyrophosphate; PRPP	C5H13O14P3	389.9518	390.0696
C00169	Carbamoyl phosphate	CH4NO5P	140.9827	141.0199
C00178	Thymine; 5-Methyluracil	C5H6N2O2	126.0429	126.1133
C00214	Thymidine; Deoxythymidine	C10H14N2O5	242.0903	242.2286
C00222	3-Oxopropanoate; Malonate semialdehyde	C3H4O3	88.016	88.0621
C00239	dCMP; Deoxycytidylic acid; Deoxycytidine monophosphate; Deoxycytidylate; 2'-Deoxycytidine 5'-monophosphate	C9H14N3O7P	307.0569	307.1971
C00295	Orotate; Orotic acid; Uracil-6-carboxylic acid	C5H4N2O4	156.0171	156.0963
C00299	Uridine	C9H12N2O6	244.0695	244.2014
C00337	(S)-Dihydroorotate; (S)-4,5-Dihydroorotate; L-Dihydroorotate; L-Dihydroorotic acid; Dihydro-L-orotic acid	C5H6N2O4	158.0328	158.1121
C00363	dTDP; Deoxythymidine 5'-diphosphate	C10H16N2O11P2	402.0229	402.1884
C00364	dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate	C10H15N2O8P	322.0566	322.2085
C00365	dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	C9H13N2O8P	308.041	308.1819
C00380	Cytosine	C4H5N3O	111.0433	111.102
C00383	Malonate; Malonic acid; Propanedioic acid	C3H4O4	104.011	104.0615
C00429	5,6-Dihydrouracil; Dihydro-2,4(1H,3H)-pyrimidinedione; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil; 2,4-Dioxotetrahydropyrimidine	C4H6N2O2	114.0429	114.1026
C00438	N-Carbamoyl-L-aspartate	C5H8N2O5	176.0433	176.1274
