ENTRY	NAME	FORMULA	EXACT_MASS	MOL_WEIGHT
C00025	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	C5H9NO4	147.0532	147.1293
C00032	Heme; Haem; Protoheme; Heme B; Protoheme IX	C34H32FeN4O4	616.1773	616.4873
C00037	Glycine; Aminoacetic acid; Gly	C2H5NO2	75.032	75.0666
C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	C4H9NO3	119.0582	119.1192
C00194	Cobamide coenzyme; Adenosylcobalamin; Adenosylcob(III)alamin; Deoxyadenosylcobalamin; Cobamamide; Vitamin B12 coenzyme; 5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide; (5'-Deoxy-5'-adenosyl)cobamide coenzyme; (5,6-Dimethylbenzimidazolyl)cobamide coenzyme; alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme; 5'-Deoxy-5'-adenosylcobalamin; 5'-Deoxy-5'-adenosyl vitamin B12; 5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide; 5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide; Calomide; Cobalamin coenzyme; Coenzyme B12; DMBC coenzyme; Dibencozide; Funacomide	C72H100CoN18O17P	1578.6583	1579.5818
C00430	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid	C5H9NO3	131.0582	131.1299
C00486	Bilirubin	C33H36N4O6	584.2635	584.6621
C00500	Biliverdin; Biliverdin IX alpha	C33H34N4O6	582.2478	582.6463
C00524	Cytochrome c; Holocytochrome c	C42H44FeN8O8S2R4	582.2478	582.6463
C00541	Cob(II)alamin; Vitamin B12r	C62H88CoN13O14P	1328.5643	1329.3478
C00748	Siroheme	C42H44FeN4O16	916.2102	916.661
C00853	Cob(I)alamin; Cbl; Vitamin B12s	C62H89CoN13O14P	1329.5722	1330.3557
C00931	Porphobilinogen	C10H14N2O4	226.0954	226.2292
C00992	Aquacob(III)alamin; Aquacobalamin	C62H90CoN13O15P	1346.5749	1347.3631
C01024	Hydroxymethylbilane	C40H46N4O17	854.2858	854.8098
C01051	Uroporphyrinogen III	C40H44N4O16	836.2752	836.7946
C01079	Protoporphyrinogen IX	C34H40N4O4	568.305	568.7058
C01708	Hemoglobin	C34H40N4O4	568.305	568.7058
C02139	Chlorophyllide; Chlorophyllide a	C35H34MgN4O5	614.238	614.9733
C02191	Protoporphyrin; Protoporphyrin IX; Porphyrinogen IX	C34H34N4O4	562.258	562.6582
C02463	Precorrin 2; Dihydrosirohydrochlorin	C42H48N4O16	864.3065	864.8477
C02469	Uroporphyrin III	C40H38N4O16	830.2283	830.7469
C02800	4,5-Dioxopentanoate; 4-Oxoglutarate semialdehyde	C5H6O4	130.0266	130.0987
C02823	Cyanocobalamin; Cyanocob(III)alamin; Dicopac; Vitamin B12 complex	C63H88CoN14O14P	1354.5674	1355.3652
C02880	Protochlorophyllide; Protochlorophyllide a	C35H32MgN4O5	612.2223	612.9574
C02987	L-Glutamyl-tRNA(Glu)	C20H28N6O13PR(C5H8O6PR)n	612.2223	612.9574
C03029	Transferrin[Fe(II)]2	C20H28N6O13PR(C5H8O6PR)n	612.2223	612.9574
C03114	Dimethylbenzimidazole; 5,6-Dimethylbenzimidazole	C9H10N2	146.0844	146.1891
C03179	Transferrin[Fe(III)]2	C9H10N2	146.0844	146.1891
C03194	(R)-1-Aminopropan-2-ol; (R)-1-Amino-2-propanol	C3H9NO	75.0684	75.1097
C03263	Coproporphyrinogen III	C36H44N4O8	660.3159	660.7566
C03516	Magnesium protoporphyrin; Magnesium protoporphyrin IX; Mg-protoporphyrin IX	C34H32MgN4O4	584.2274	584.9473
C03741	(S)-4-Amino-5-oxopentanoate; L-Glutamate 1-semialdehyde	C5H9NO3	131.0582	131.1299
C04122	D-1-Aminopropan-2-ol O-phosphate; (R)-1-Aminopropan-2-yl phosphate	C3H10NO4P	155.0347	155.0896
C04536	Magnesium protoporphyrin monomethyl ester; Magnesium-protoporphyrin IX 13-monomethyl ester; Mg-Protoporphyrin IX 13-monomethyl ester; Magnesium protoporphyrin IX 13-methyl ester	C35H34MgN4O4	598.243	598.9739
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole; alpha-Ribazole 5'-phosphate	C14H19N2O7P	358.093	358.2836
C05306	Chlorophyll a	C55H72MgN4O5	892.5353	893.489
C05307	Chlorophyll b	C55H70MgN4O6	906.5146	907.4725
C05766	Uroporphyrinogen I	C40H44N4O16	836.2752	836.7946
C05767	Uroporphyrin I	C40H38N4O16	830.2283	830.7469
C05768	Coproporphyrinogen I	C36H44N4O8	660.3159	660.7566
C05769	Coproporphyrin I	C36H38N4O8	654.269	654.7089
C05770	Coproporphyrin III	C36H38N4O8	654.269	654.7089
C05772	Precorrin 3A	C43H50N4O16	878.3222	878.8743
C05773	Cobyrinate; Cobyrinic acid; Cob(II)yrinate; Cob(II)yrinic acid	C45H59CoN4O14	938.336	938.9016
C05774	Cobinamide; Cob(I)inamide	C48H72CoN11O8	989.4897	990.0874
C05775	alpha-Ribazole; N1-(alpha-D-Ribosyl)-5,6-dimethylbenzimidazole	C14H18N2O4	278.1267	278.3037
C05777	Coenzyme F430; Factor F430	C42H51N6NiO13	905.2868	906.5801
C05778	Sirohydrochlorin	C42H46N4O16	862.2909	862.8318
C05779	Apoferritin	C42H46N4O16	862.2909	862.8318
C05780	Apotransferrin	C42H46N4O16	862.2909	862.8318
C05781	Oxyhemoglobin	C42H46N4O16	862.2909	862.8318
C05782	Myoglobin	C42H46N4O16	862.2909	862.8318
C05783	Cytochrome a	C42H46N4O16	862.2909	862.8318
C05784	Catalase	C42H46N4O16	862.2909	862.8318
C05785	Peroxidase	C42H46N4O16	862.2909	862.8318
C05786	(3Z)-Phycocyanobilin	C33H38N4O6	586.2791	586.678
C05787	Bilirubin beta-diglucuronide; Bilirubin-bisglucuronoside	C45H52N4O18	936.3277	936.9104
C05789	L-Urobilinogen; L-Stercobilinogen; Stercobilinogen	C33H48N4O6	596.3574	596.7574
C05790	I-Urobilinogen; Mesobilirubinogen; Urobilinogen	C33H44N4O6	592.3261	592.7257
C05791	D-Urobilinogen	C33H42N4O6	590.3104	590.7098
C05793	L-Urobilin; L-Stercobilin; Stercobilin	C33H46N4O6	594.3417	594.7415
C05794	Urobilin; I-Urobilin	C33H42N4O6	590.3104	590.7098
C05795	D-Urobilin	C33H40N4O6	588.2948	588.6939
C05797	Pheophytin a	C55H74N4O5	870.5659	871.1999
C05798	Bacteriopheophytin; Bacteriopheophytin a	C55H76N4O6	888.5765	889.2151
C05912	(3Z)-Phycoerythrobilin	C33H38N4O6	586.2791	586.678
C05913	(3Z)-Phytochromobilin	C33H36N4O6	584.2635	584.6621
C06319	Precorrin 6Y; Precorrin 6B	C44H56N4O16	896.3691	896.9326
C06320	Precorrin 6X; Precorrin 6A	C44H54N4O16	894.3535	894.9168
C06399	Hydrogenobyrinate; Hydrogenobyrinic acid	C45H60N4O14	880.4106	880.9763
C06406	Precorrin 3B	C43H50N4O17	894.3171	894.8737
C06407	Precorrin 4	C44H52N4O17	908.3327	908.9003
C06408	Precorrin 8X; Precorrin 8; Precorrin-8X	C45H60N4O14	880.4106	880.9763
C06416	Precorrin 5	C45H54N4O17	922.3484	922.9269
C06503	Hydrogenobyrinate a,c diamide; Hydrogenobyrinate diamide; Hydrogenobyrinic acid a,c-diamide	C45H62N6O12	878.4426	879.0068
C06504	Cob(II)yrinate a,c diamide; Cob(II)yrinate diamide; Cob(II)yrinic acid a,c-diamide; Cobyrinate a,c-diamide; Cobyrinic acid a,c-diamide	C45H61CoN6O12	936.3679	936.932
C06505	Cob(I)yrinate a,c diamide; Cob(I)yrinate diamide; Cob(I)yrinic acid a,c-diamide	C45H61CoN6O12	936.3679	936.932
C06506	Adenosyl cobyrinate a,c diamide; Adenosyl cobyrinate diamide; Adenosylcob(III)yrinic acid a,c-diamide; Adenosylcobyrinic acid a,c-diamide	C55H73CoN11O15	1186.462	1187.166
C06507	Adenosyl cobyrinate hexaamide; Adenosylcobyric acid	C55H77CoN15O11	1182.5259	1183.227
C06508	Adenosyl cobinamide; Adenosylcobinamide	C58H84CoN16O11	1239.5837	1240.3214
