ENTRY	NAME	FORMULA	EXACT_MASS	MOL_WEIGHT
C00353	Geranylgeranyl diphosphate; Geranylgeranyl pyrophosphate; all-trans-Geranylgeranyl diphosphate; all-trans-Geranylgeranyl pyrophosphate; (2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate	C20H36O7P2	450.1936	450.4432
C00859	Gibberellin A1; Gibberellin 1	C19H24O6	348.1573	348.3903
C01414	Casbene	C20H32	272.2504	272.4681
C01699	Gibberellin A3; Gibberellic acid; Gibberellin	C19H22O6	346.1416	346.3744
C02034	Gibberellin A19; Gibberellin 19	C20H26O6	362.1729	362.4168
C02035	Gibberellin A20; Gibberellin 20	C19H24O5	332.1624	332.3909
C03579	Gibberellin A8; 2beta-Hydroxygibberellin 1	C19H24O7	364.1522	364.3897
C06086	Pimaradiene; Pimara-8(14),15-diene	C20H32	272.2504	272.4681
C06087	Abietate; Abietic acid	C20H30O2	302.2246	302.451
C06088	Aphidicolin	C20H34O4	338.2457	338.4816
C06089	ent-Copalyl diphosphate; (-)-Copalyl diphosphate	C20H36O7P2	450.1936	450.4432
C06090	ent-Kaurene; ent-Kaur-16-ene	C20H32	272.2504	272.4681
C06091	Aconitine	C34H47NO11	645.3149	645.7371
C06092	Veatchine	C22H33NO2	343.2511	343.5029
C06093	Gibberellin A12 aldehyde	C20H28O3	316.2038	316.4345
C06094	Gibberellin A53	C20H28O5	348.1937	348.4333
C06095	Gibberellin A44 diacid; Gibberellin A44 open lactone	C20H28O6	364.1886	364.4327
C06096	Gibberellin A29	C19H24O6	348.1573	348.3903
C07394	Paclitaxel	C47H51NO14	853.331	853.9061
C09092	Ferruginol; Abieta-8,11,13-trien-12-ol	C20H30O	286.2297	286.4516
C09094	Geranylgeraniol; 2,6,10,14-Hexadecatetraen-1-ol, 3,7,11,15-tetramethyl-	C20H34O	290.261	290.4834
C09118	Isopimaric acid	C20H30O2	302.2246	302.451
C09183	Sclareol; (13R)-Labd-14-ene-8alpha,13-diol	C20H36O2	308.2715	308.4986
C11700	10-Deacetylbaccatin III	C29H36O10	544.2308	544.5901
C11853	Gibberellin A14 aldehyde	C20H28O4	332.1988	332.4339
C11854	Gibberellin A51-catabolite	C19H22O5	330.1467	330.375
C11855	Gibberellin A29-catabolite	C19H22O6	346.1416	346.3744
C11857	Gibberellin A12	C20H28O4	332.1988	332.4339
C11858	Gibberellin A14	C20H28O5	348.1937	348.4333
C11859	Gibberellin A37 open lactone	C20H28O6	364.1886	364.4327
C11860	Gibberellin A15 open lactone	C20H28O5	348.1937	348.4333
C11861	Gibberellin A24	C20H26O5	346.178	346.4174
C11862	Gibberellin A36	C20H26O6	362.1729	362.4168
C11863	Gibberellin A9	C19H24O4	316.1675	316.3915
C11864	Gibberellin A4	C19H24O5	332.1624	332.3909
C11865	Gibberellin A51	C19H24O5	332.1624	332.3909
C11866	2,3-Dehydro-gibberellin A9; 2,3-Didehydro-gibberellin A9	C19H22O4	314.1518	314.3756
C11867	Gibberellin A7	C19H22O5	330.1467	330.375
C11868	Gibberellin A34	C19H24O6	348.1573	348.3903
C11869	Gibberellin A34-catabolite	C19H22O6	346.1416	346.3744
C11870	Gibberellin A8-catabolite	C19H22O7	362.1366	362.3738
C11871	Gibberellin A5	C19H22O5	330.1467	330.375
C11872	Kaur-16-en-18-ol; (-)-Kaur-16-en-18-ol; Kaurenol; ent-Kaur-16-en-19-ol	C20H32O	288.2453	288.4675
